Element 1: (3, (13, 4), ['.', '.', '.', '.'], [(17, 1), (3, 10), (6, 6)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (14, 4))
Element 2: (3, (14, 4), ['', '%', '%', '.'], [(17, 2), (4, 10), (6, 7)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (15, 4))
Element 3: (3, (15, 4), ['', '.', '%', '.'], [(16, 2), (4, 9), (6, 8)], [False, False, True, False], 94, False, [False, True, False, True], 107, 'East', (16, 4))
Element 4: (3, (16, 4), ['', '%', '.', '.'], [(16, 1), (4, 8), (7, 8)], [False, True, False, False], 92, False, [False, False, True, True], 146, 'East', (17, 4))
Element 5: (3, (17, 4), ['', '%', '%', '%'], [(15, 1), (5, 8), (8, 8)], [False, True, True, True], 90, False, [False, False, False, False], 185, 'West', (16, 4))
Element 6: (3, (16, 4), ['', '%', '.', ''], [(15, 2), (6, 8), (9, 8)], [False, True, False, False], 88, False, [False, False, True, False], 204, 'North', (16, 5))
Element 7: (3, (16, 5), ['%', '', '.', '%'], [(15, 3), (6, 9), (10, 8)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (16, 6))
Element 8: (3, (16, 6), ['.', '', '.', '.'], [(15, 4), (6, 10), (11, 8)], [False, False, False, False], 84, False, [True, False, True, True], 272, 'East', (17, 6))
Element 9: (3, (17, 6), ['', '%', '%', '.'], [(16, 4), (7, 10), (12, 8)], [False, True, True, False], 82, False, [False, False, False, True], 301, 'East', (18, 6))
Element 10: (3, (18, 6), ['', '.', '.', '%'], [(17, 4), (8, 10), (13, 8)], [False, False, False, True], 80, False, [False, True, True, False], 330, 'North', (18, 7))
Element 11: (3, (18, 7), ['%', '', '.', '%'], [(16, 4), (9, 10), (14, 8)], [True, False, False, True], 78, False, [False, False, True, False], 359, 'North', (18, 8))
Element 12: (3, (18, 8), ['%', '', '.', '%'], [(16, 5), (10, 10), (15, 8)], [True, False, False, True], 76, False, [False, False, True, False], 388, 'North', (18, 9))
Element 13: (3, (18, 9), ['%', '', '.', '%'], [(16, 6), (11, 10), (16, 8)], [True, False, False, True], 74, False, [False, False, True, False], 1407, 'North', (18, 10))
Element 14: (3, (18, 10), ['.', '', '%', '%'], [(16, 7), (12, 10), (15, 8)], [False, False, True, True], 72, False, [True, False, False, False], 2426, 'West', (17, 10))
Element 15: (3, (17, 10), ['.', '%', '%', ''], [(16, 8), (13, 10), (15, 9)], [False, True, True, False], 70, False, [True, False, False, False], 2455, 'West', (16, 10))
Element 16: (3, (16, 10), ['G', '%', '%', ''], [(15, 8), (13, 9), (15, 10)], [False, True, True, False], 68, False, [False, False, False, False], 2484, 'East', (17, 10))
Element 17: (3, (17, 10), ['G', '%', '%', ''], [(15, 9), (13, 8), (16, 10)], [False, True, True, False], 66, False, [False, False, False, False], 2483, 'East', (18, 10))
Element 18: (3, (18, 10), ['G', '', '%', '%'], [(15, 10), (13, 7), (17, 10)], [False, False, True, True], 64, False, [False, False, False, False], 2492, 'South', (18, 9))
Element 19: (3, (18, 9), ['%', '', 'G', '%'], [(16, 10), (13, 6), (18, 10)], [True, False, False, True], 62, False, [False, False, False, False], 2501, 'South', (18, 8))
Element 20: (3, (18, 8), ['%', '', 'G', '%'], [(17, 10), (14, 6), (18, 9)], [True, False, False, True], 60, False, [False, False, False, False], 2510, 'South', (18, 7))
Element 21: (3, (18, 7), ['%', '', 'G', '%'], [(18, 10), (15, 6), (18, 8)], [True, False, False, True], 58, False, [False, False, False, False], 2519, 'South', (18, 6))
Element 22: (3, (18, 6), ['', '.', 'G', '%'], [(18, 9), (16, 6), (18, 7)], [False, False, False, True], 56, False, [False, True, False, False], 2518, 'South', (18, 5))
Element 23: (3, (18, 5), ['%', '%', 'G', '%'], [(18, 8), (17, 6), (18, 6)], [True, True, False, True], 54, False, [False, False, False, False], 2527, 'Stop', (18, 5))
Element 24: (3, (18, 5), ['%', '%', '', '%'], [(18, 7), (16, 6), (17, 6)], [True, True, False, True], 52, False, [False, False, False, False], 2526, 'North', (18, 6))
Element 25: (3, (18, 6), ['', '', '', '%'], [(18, 8), (16, 7), (16, 6)], [False, False, False, True], 50, False, [False, False, False, False], 2525, 'West', (17, 6))
