Element 1: (0, (16, 8), ['.', '.', '%', '%'], [(1, 9), (3, 8), (4, 4)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (16, 7))
Element 2: (0, (16, 7), ['%', '.', '', '%'], [(1, 10), (4, 8), (5, 4)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (16, 6))
Element 3: (0, (16, 6), ['.', '.', '', '.'], [(2, 10), (5, 8), (6, 4)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (17, 6))
Element 4: (0, (17, 6), ['', '%', '%', '.'], [(3, 10), (6, 8), (7, 4)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (18, 6))
Element 5: (0, (18, 6), ['', '.', '.', '%'], [(4, 10), (7, 8), (7, 5)], [False, False, False, True], 90, False, [False, True, True, False], 1146, 'North', (18, 7))
Element 6: (0, (18, 7), ['%', '', '.', '%'], [(4, 9), (8, 8), (6, 5)], [True, False, False, True], 88, False, [False, False, True, False], 1185, 'North', (18, 8))
Element 7: (0, (18, 8), ['%', '', '.', '%'], [(4, 8), (9, 8), (6, 6)], [True, False, False, True], 86, False, [False, False, True, False], 1214, 'North', (18, 9))
Element 8: (0, (18, 9), ['%', '', '.', '%'], [(5, 8), (10, 8), (6, 7)], [True, False, False, True], 84, False, [False, False, True, False], 1243, 'North', (18, 10))
Element 9: (0, (18, 10), ['.', '', '%', '%'], [(6, 8), (11, 8), (6, 6)], [False, False, True, True], 82, False, [True, False, False, False], 1262, 'West', (17, 10))
Element 10: (0, (17, 10), ['.', '%', '%', ''], [(6, 9), (12, 8), (5, 6)], [False, True, True, False], 80, False, [True, False, False, False], 1301, 'West', (16, 10))
Element 11: (0, (16, 10), ['.', '%', '%', ''], [(6, 10), (13, 8), (4, 6)], [False, True, True, False], 78, False, [True, False, False, False], 1340, 'West', (15, 10))
Element 12: (0, (15, 10), ['%', '.', '%', ''], [(7, 10), (14, 8), (3, 6)], [True, False, True, False], 76, False, [False, True, False, False], 1379, 'South', (15, 9))
Element 13: (0, (15, 9), ['%', 'G', '', '%'], [(8, 10), (15, 8), (3, 7)], [True, False, False, True], 74, False, [False, False, False, False], 1418, 'North', (15, 10))
Element 14: (0, (15, 10), ['%', '', '%', ''], [(9, 10), (16, 8), (3, 8)], [True, False, True, False], 72, False, [False, False, False, False], 1427, 'East', (16, 10))
Element 15: (0, (16, 10), ['', '%', '%', ''], [(10, 10), (16, 7), (4, 8)], [False, True, True, False], 70, False, [False, False, False, False], 1436, 'East', (17, 10))
Element 16: (0, (17, 10), ['', '%', '%', ''], [(11, 10), (16, 6), (5, 8)], [False, True, True, False], 68, False, [False, False, False, False], 2435, 'East', (18, 10))
Element 17: (0, (18, 10), ['', '', '%', '%'], [(12, 10), (16, 5), (6, 8)], [False, False, True, True], 66, False, [False, False, False, False], 3444, 'South', (18, 9))
Element 18: (0, (18, 9), ['%', '', '', '%'], [(13, 10), (16, 4), (7, 8)], [True, False, False, True], 64, False, [False, False, False, False], 3463, 'South', (18, 8))
Element 19: (0, (18, 8), ['%', '', '', '%'], [(13, 9), (17, 4), (8, 8)], [True, False, False, True], 62, False, [False, False, False, False], 3482, 'South', (18, 7))
Element 20: (0, (18, 7), ['%', '', '', '%'], [(13, 8), (16, 4), (9, 8)], [True, False, False, True], 60, False, [False, False, False, False], 3481, 'South', (18, 6))
Element 21: (0, (18, 6), ['', '.', '', '%'], [(13, 7), (15, 4), (10, 8)], [False, False, False, True], 58, False, [False, True, False, False], 3500, 'South', (18, 5))
Element 22: (0, (18, 5), ['%', '%', '', '%'], [(13, 6), (15, 3), (11, 8)], [True, True, False, True], 56, False, [False, False, False, False], 3529, 'North', (18, 6))
Element 23: (0, (18, 6), ['', '', '', '%'], [(14, 6), (15, 2), (12, 8)], [False, False, False, True], 54, False, [False, False, False, False], 3548, 'West', (17, 6))
Element 24: (0, (17, 6), ['', '%', '%', ''], [(15, 6), (16, 2), (13, 8)], [False, True, True, False], 52, False, [False, False, False, False], 3567, 'West', (16, 6))
Element 25: (0, (16, 6), ['', '', '', ''], [(14, 6), (17, 2), (14, 8)], [False, False, False, False], 50, False, [False, False, False, False], 3576, 'South', (16, 5))
Element 26: (0, (16, 5), ['%', '', '', '%'], [(13, 6), (17, 1), (15, 8)], [True, False, False, True], 48, False, [False, False, False, False], 3585, 'South', (16, 4))
Element 27: (0, (16, 4), ['', '%', '', ''], [(13, 5), (18, 1), (16, 8)], [False, True, False, False], 46, False, [False, False, False, False], 3604, 'East', (17, 4))
Element 28: (0, (17, 4), ['', '%', '%', '%'], [(13, 4), (18, 2), (16, 7)], [False, True, True, True], 44, False, [False, False, False, False], 3613, 'West', (16, 4))
Element 29: (0, (16, 4), ['', '%', '', ''], [(14, 4), (18, 3), (16, 6)], [False, True, False, False], 42, False, [False, False, False, False], 3632, 'West', (15, 4))
Element 30: (0, (15, 4), ['', '', '%', ''], [(13, 4), (18, 2), (17, 6)], [False, False, True, False], 40, False, [False, False, False, False], 3631, 'South', (15, 3))
Element 31: (0, (15, 3), ['%', '', '', '%'], [(13, 3), (18, 1), (18, 6)], [True, False, False, True], 38, False, [False, False, False, False], 3640, 'South', (15, 2))
Element 32: (0, (15, 2), ['%', '.', '', ''], [(13, 2), (17, 1), (18, 7)], [True, False, False, False], 36, False, [False, True, False, False], 3649, 'South', (15, 1))
Element 33: (0, (15, 1), ['%', '%', '', 'G'], [(13, 1), (16, 1), (18, 8)], [True, True, False, False], 34, False, [False, False, False, False], 3678, 'North', (15, 2))
Element 34: (0, (15, 2), ['%', 'G', '', ''], [(12, 1), (15, 1), (18, 9)], [True, False, False, False], 32, False, [False, False, False, False], 3687, 'East', (16, 2))
Element 35: #1#
