Element 1: (0, (4, 1), ['.', '%', '.', '%'], [(3, 5), (4, 4), (9, 1)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (4, 2))
Element 2: (0, (4, 2), ['.', '', '.', '%'], [(3, 6), (5, 4), (10, 1)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (4, 3))
Element 3: (0, (4, 3), ['%', '', '', '%'], [(4, 6), (6, 4), (11, 1)], [True, False, False, True], 94, False, [False, False, False, False], 1068, 'North', (4, 4))
Element 4: (0, (4, 4), ['.', '', '%', ''], [(5, 6), (7, 4), (12, 1)], [False, False, True, False], 92, False, [True, False, False, False], 1097, 'West', (3, 4))
Element 5: (0, (3, 4), ['%', '%', '', ''], [(6, 6), (7, 5), (13, 1)], [True, True, False, False], 90, False, [False, False, False, False], 2126, 'North', (3, 5))
Element 6: (0, (3, 5), ['%', '', '', '%'], [(6, 7), (6, 5), (13, 2)], [True, False, False, True], 88, False, [False, False, False, False], 2155, 'North', (3, 6))
Element 7: (0, (3, 6), ['.', '', '.', ''], [(6, 8), (6, 6), (13, 3)], [False, False, False, False], 86, False, [True, False, True, False], 2174, 'North', (3, 7))
Element 8: (0, (3, 7), ['%', '', '.', '%'], [(7, 8), (6, 7), (13, 4)], [True, False, False, True], 84, False, [False, False, True, False], 2203, 'North', (3, 8))
Element 9: (0, (3, 8), ['%', '', '%', '.'], [(8, 8), (6, 8), (14, 4)], [True, False, True, False], 82, False, [False, False, False, True], 2232, 'East', (4, 8))
Element 10: (0, (4, 8), ['', '%', '.', '.'], [(9, 8), (6, 9), (15, 4)], [False, True, False, False], 80, False, [False, False, True, True], 2271, 'East', (5, 8))
Element 11: (0, (5, 8), ['', '%', '%', ''], [(10, 8), (6, 10), (16, 4)], [False, True, True, False], 78, False, [False, False, False, False], 2310, 'East', (6, 8))
Element 12: (0, (6, 8), ['', '', '', ''], [(11, 8), (7, 10), (17, 4)], [False, False, False, False], 76, False, [False, False, False, False], 2339, 'East', (7, 8))
Element 13: (0, (7, 8), ['', '%', '%', ''], [(12, 8), (8, 10), (16, 4)], [False, True, True, False], 74, False, [False, False, False, False], 2358, 'East', (8, 8))
Element 14: (0, (8, 8), ['', '%', '%', ''], [(13, 8), (9, 10), (16, 5)], [False, True, True, False], 72, False, [False, False, False, False], 2387, 'East', (9, 8))
Element 15: (0, (9, 8), ['', '', '%', ''], [(14, 8), (10, 10), (16, 6)], [False, False, True, False], 70, False, [False, False, False, False], 2416, 'East', (10, 8))
Element 16: (0, (10, 8), ['', '', '%', ''], [(15, 8), (11, 10), (17, 6)], [False, False, True, False], 68, False, [False, False, False, False], 3435, 'East', (11, 8))
Element 17: #1#
