Element 1: (0, (9, 8), ['.', '', '%', '.'], [(3, 8), (15, 6), (17, 1)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (10, 8))
Element 19: (0, (18, 5), ['%', '%', '', '%'], [(7, 10), (13, 8), (16, 6)], [True, True, False, True], 62, False, [False, False, False, False], 2462, 'North', (18, 6))
Element 20: (0, (18, 6), ['G', '', '', '%'], [(6, 10), (13, 7), (17, 6)], [False, False, False, True], 60, False, [False, False, False, False], 2481, 'North', (18, 7))
Element 21: (0, (18, 7), ['%', 'G', '', '%'], [(6, 9), (13, 6), (18, 6)], [True, False, False, True], 58, False, [False, False, False, False], 2490, 'North', (18, 8))
Element 22: (0, (18, 8), ['%', 'G', '', '%'], [(6, 10), (14, 6), (18, 7)], [True, False, False, True], 56, False, [False, False, False, False], 2489, 'North', (18, 9))
Element 23: (0, (18, 9), ['%', 'G', '', '%'], [(7, 10), (13, 6), (18, 8)], [True, False, False, True], 54, False, [False, False, False, False], 2488, 'North', (18, 10))
Element 24: (0, (18, 10), ['', 'G', '%', '%'], [(8, 10), (13, 5), (18, 9)], [False, False, True, True], 52, False, [False, False, False, False], 2487, 'West', (17, 10))
Element 25: (0, (17, 10), ['', '%', '%', 'G'], [(9, 10), (13, 4), (18, 10)], [False, True, True, False], 50, False, [False, False, False, False], 2486, 'West', (16, 10))
Element 26: (0, (16, 10), ['', '%', '%', 'G'], [(10, 10), (13, 3), (17, 10)], [False, True, True, False], 48, False, [False, False, False, False], 2495, 'West', (15, 10))
Element 27: (0, (15, 10), ['%', '', '%', 'G'], [(11, 10), (13, 2), (16, 10)], [True, False, True, False], 46, False, [False, False, False, False], 2504, 'South', (15, 9))
Element 28: (0, (15, 9), ['%', '', 'G', '%'], [(12, 10), (13, 1), (15, 10)], [True, False, False, True], 44, False, [False, False, False, False], 2513, 'South', (15, 8))
Element 29: (0, (15, 8), ['', '%', 'G', ''], [(13, 10), (12, 1), (15, 9)], [False, True, False, False], 42, False, [False, False, False, False], 2522, 'North', (15, 9))
Element 30: (0, (15, 9), ['%', 'G', '', '%'], [(13, 9), (11, 1), (15, 8)], [True, False, False, True], 40, False, [False, False, False, False], 3521, 'North', (15, 10))
Element 31: (0, (15, 10), ['%', '', '%', ''], [(13, 8), (11, 2), (16, 8)], [True, False, True, False], 38, False, [False, False, False, False], 3530, 'East', (16, 10))
Element 32: (0, (16, 10), ['', '%', '%', ''], [(13, 7), (12, 2), (16, 7)], [False, True, True, False], 36, False, [False, False, False, False], 3539, 'Stop', (16, 10))
Element 33: (0, (16, 10), ['', '%', '%', ''], [(13, 6), (11, 2), (16, 8)], [False, True, True, False], 34, False, [False, False, False, False], 3538, 'Stop', (16, 10))
Element 34: (0, (16, 10), ['', '%', '%', ''], [(14, 6), (10, 2), (15, 8)], [False, True, True, False], 32, False, [False, False, False, False], 3547, 'Stop', (16, 10))
Element 35: (0, (16, 10), ['', '%', '%', ''], [(15, 6), (10, 1), (14, 8)], [False, True, True, False], 30, False, [False, False, False, False], 3556, 'Stop', (16, 10))
Element 36: (0, (16, 10), ['', '%', '%', ''], [(16, 6), (9, 1), (13, 8)], [False, True, True, False], 28, False, [False, False, False, False], 3565, 'Stop', (16, 10))
Element 37: (0, (16, 10), ['', '%', '%', ''], [(17, 6), (9, 2), (13, 9)], [False, True, True, False], 26, False, [False, False, False, False], 3574, 'Stop', (16, 10))
Element 38: (0, (16, 10), ['', '%', '%', ''], [(18, 6), (8, 2), (13, 10)], [False, True, True, False], 24, False, [False, False, False, False], 3583, 'Stop', (16, 10))
Element 39: (0, (16, 10), ['', '%', '%', ''], [(18, 7), (8, 1), (12, 10)], [False, True, True, False], 22, False, [False, False, False, False], 3592, 'Stop', (16, 10))
Element 40: (0, (16, 10), ['', '%', '%', ''], [(18, 8), (7, 1), (11, 10)], [False, True, True, False], 20, False, [False, False, False, False], 3601, 'Stop', (16, 10))
Element 41: (0, (16, 10), ['', '%', '%', ''], [(18, 9), (7, 2), (10, 10)], [False, True, True, False], 18, False, [False, False, False, False], 3610, 'Stop', (16, 10))
Element 42: (0, (16, 10), ['', '%', '%', ''], [(18, 10), (6, 2), (9, 10)], [False, True, True, False], 16, False, [False, False, False, False], 3619, 'Stop', (16, 10))
Element 43: (0, (16, 10), ['', '%', '%', 'G'], [(17, 10), (6, 3), (8, 10)], [False, True, True, False], 14, False, [False, False, False, False], 3628, 'Stop', (16, 10))
Element 44: (0, (16, 10), ['', '%', '%', ''], [(18, 10), (6, 4), (7, 10)], [False, True, True, False], 12, False, [False, False, False, False], 3637, 'Stop', (16, 10))
Element 45: (0, (16, 10), ['', '%', '%', ''], [(18, 9), (7, 4), (6, 10)], [False, True, True, False], 10, False, [False, False, False, False], 3646, 'Stop', (16, 10))
Element 46: #1#
