Element 1: (0, (9, 8), ['.', '', '%', '.'], [(3, 8), (15, 6), (17, 1)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', '', '%', '.'], [(4, 8), (16, 6), (18, 1)], [False, False, True, False], 96, False, [False, False, False, True], 39, 'East', (11, 8))
Element 3: (0, (11, 8), ['', '%', '%', '.'], [(5, 8), (17, 6), (18, 2)], [False, True, True, False], 94, False, [False, False, False, True], 68, 'East', (12, 8))
Element 4: (0, (12, 8), ['', '%', '%', '.'], [(6, 8), (18, 6), (18, 3)], [False, True, True, False], 92, False, [False, False, False, True], 107, 'East', (13, 8))
Element 5: (0, (13, 8), ['', '.', '.', '.'], [(7, 8), (18, 7), (18, 2)], [False, False, False, False], 90, False, [False, True, True, True], 136, 'East', (14, 8))
Element 6: (0, (14, 8), ['', '%', '%', '.'], [(8, 8), (18, 8), (17, 2)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (15, 8))
Element 7: (0, (15, 8), ['', '%', '.', '.'], [(9, 8), (18, 9), (16, 2)], [False, True, False, False], 86, False, [False, False, True, True], 204, 'East', (16, 8))
Element 8: (0, (16, 8), ['', '.', '%', '%'], [(10, 8), (18, 10), (16, 1)], [False, False, True, True], 84, False, [False, True, False, False], 233, 'South', (16, 7))
Element 9: (0, (16, 7), ['%', '', '', '%'], [(11, 8), (17, 10), (15, 1)], [True, False, False, True], 82, False, [False, False, False, False], 262, 'South', (16, 6))
Element 10: (0, (16, 6), ['', '.', '', ''], [(12, 8), (16, 10), (15, 2)], [False, False, False, False], 80, False, [False, True, False, False], 281, 'South', (16, 5))
Element 11: (0, (16, 5), ['%', '.', '', '%'], [(13, 8), (15, 10), (15, 3)], [True, False, False, True], 78, False, [False, True, False, False], 310, 'South', (16, 4))
Element 12: (0, (16, 4), ['G', '%', '', '.'], [(13, 9), (15, 9), (15, 4)], [False, True, False, False], 76, False, [False, False, False, True], 349, 'East', (17, 4))
Element 13: (0, (17, 4), ['', '%', '%', '%'], [(13, 10), (15, 8), (14, 4)], [False, True, True, True], 74, False, [False, False, False, False], 378, 'West', (16, 4))
Element 14: (0, (16, 4), ['', '%', '', ''], [(12, 10), (16, 8), (13, 4)], [False, True, False, False], 72, False, [False, False, False, False], 1387, 'North', (16, 5))
Element 15: (0, (16, 5), ['%', '', '', '%'], [(11, 10), (16, 7), (13, 5)], [True, False, False, True], 70, False, [False, False, False, False], 2396, 'North', (16, 6))
Element 16: (0, (16, 6), ['', '', '', ''], [(10, 10), (16, 8), (13, 6)], [False, False, False, False], 68, False, [False, False, False, False], 2415, 'East', (17, 6))
Element 17: (0, (17, 6), ['', '%', '%', ''], [(9, 10), (15, 8), (14, 6)], [False, True, True, False], 66, False, [False, False, False, False], 2434, 'East', (18, 6))
Element 18: (0, (18, 6), ['', '.', '', '%'], [(8, 10), (14, 8), (15, 6)], [False, False, False, True], 64, False, [False, True, False, False], 2443, 'South', (18, 5))
