Element 1: (3, (10, 8), ['.', '', '%', '.'], [(4, 10), (3, 1), (7, 8)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (11, 8))
Element 18: (3, (15, 10), ['%', '.', '%', ''], [(6, 7), (11, 8), (6, 10)], [True, False, True, False], 64, False, [False, True, False, False], 3412, 'South', (15, 9))
Element 19: (3, (15, 9), ['%', '', '', '%'], [(6, 6), (12, 8), (7, 10)], [True, False, False, True], 62, False, [False, False, False, False], 3421, 'North', (15, 10))
Element 20: (3, (15, 10), ['%', '', '%', ''], [(5, 6), (13, 8), (8, 10)], [True, False, True, False], 60, False, [False, False, False, False], 3430, 'East', (16, 10))
Element 21: (3, (16, 10), ['', '%', '%', ''], [(4, 6), (13, 7), (9, 10)], [False, True, True, False], 58, False, [False, False, False, False], 3449, 'East', (17, 10))
Element 22: (3, (17, 10), ['', '%', '%', ''], [(3, 6), (13, 6), (10, 10)], [False, True, True, False], 56, False, [False, False, False, False], 3468, 'East', (18, 10))
Element 23: (3, (18, 10), ['', '', '%', '%'], [(3, 7), (14, 6), (11, 10)], [False, False, True, True], 54, False, [False, False, False, False], 3487, 'South', (18, 9))
Element 24: (3, (18, 9), ['%', '', '', '%'], [(3, 8), (15, 6), (12, 10)], [True, False, False, True], 52, False, [False, False, False, False], 3506, 'South', (18, 8))
Element 25: (3, (18, 8), ['%', '', '', '%'], [(3, 7), (16, 6), (13, 10)], [True, False, False, True], 50, False, [False, False, False, False], 3505, 'South', (18, 7))
Element 26: (3, (18, 7), ['%', '', '', '%'], [(3, 6), (16, 5), (13, 9)], [True, False, False, True], 48, False, [False, False, False, False], 3514, 'South', (18, 6))
Element 27: (3, (18, 6), ['', '.', '', '%'], [(3, 5), (16, 4), (13, 8)], [False, False, False, True], 46, False, [False, True, False, False], 3533, 'South', (18, 5))
Element 28: (3, (18, 5), ['%', '%', '', '%'], [(3, 4), (17, 4), (13, 7)], [True, True, False, True], 44, False, [False, False, False, False], 3562, 'North', (18, 6))
Element 29: (3, (18, 6), ['', '', '', '%'], [(4, 4), (16, 4), (13, 6)], [False, False, False, True], 42, False, [False, False, False, False], 3561, 'West', (17, 6))
Element 30: (3, (17, 6), ['', '%', '%', ''], [(5, 4), (15, 4), (13, 5)], [False, True, True, False], 40, False, [False, False, False, False], 3580, 'West', (16, 6))
Element 31: (3, (16, 6), ['', '', '', ''], [(6, 4), (15, 3), (13, 4)], [False, False, False, False], 38, False, [False, False, False, False], 3599, 'South', (16, 5))
Element 32: (3, (16, 5), ['%', '', '', '%'], [(6, 3), (15, 2), (14, 4)], [True, False, False, True], 36, False, [False, False, False, False], 3628, 'South', (16, 4))
Element 33: (3, (16, 4), ['G', '%', '', ''], [(6, 2), (16, 2), (15, 4)], [False, True, False, False], 34, False, [False, False, False, False], 3647, 'East', (17, 4))
Element 34: (3, (17, 4), ['G', '%', '%', '%'], [(7, 2), (17, 2), (16, 4)], [False, True, True, True], 32, False, [False, False, False, False], 3666, 'Stop', (17, 4))
Element 35: (3, (17, 4), ['', '%', '%', '%'], [(8, 2), (17, 1), (16, 5)], [False, True, True, True], 30, False, [False, False, False, False], 3685, 'West', (16, 4))
Element 36: (3, (16, 4), ['', '%', '', ''], [(9, 2), (18, 1), (16, 6)], [False, True, False, False], 28, False, [False, False, False, False], 3704, 'West', (15, 4))
Element 37: (3, (15, 4), ['', '', '%', ''], [(10, 2), (18, 2), (17, 6)], [False, False, True, False], 26, False, [False, False, False, False], 3713, 'South', (15, 3))
Element 38: (3, (15, 3), ['%', '', '', '%'], [(11, 2), (18, 3), (18, 6)], [True, False, False, True], 24, False, [False, False, False, False], 3732, 'South', (15, 2))
Element 39: #1#
