Element 1: (3, (10, 8), ['.', '', '%', '.'], [(4, 10), (3, 1), (7, 8)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (11, 8))
Element 2: (3, (11, 8), ['', '%', '%', '.'], [(4, 9), (4, 1), (8, 8)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (12, 8))
Element 3: (3, (12, 8), ['', '%', '%', '.'], [(4, 8), (4, 2), (9, 8)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (13, 8))
Element 4: (3, (13, 8), ['', '.', '.', '.'], [(5, 8), (4, 3), (10, 8)], [False, False, False, False], 92, False, [False, True, True, True], 136, 'East', (14, 8))
Element 5: (3, (14, 8), ['', '%', '%', '.'], [(6, 8), (4, 4), (11, 8)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (15, 8))
Element 6: (3, (15, 8), ['', '%', '.', '.'], [(6, 9), (5, 4), (12, 8)], [False, True, False, False], 88, False, [False, False, True, True], 184, 'East', (16, 8))
Element 7: (3, (16, 8), ['', '.', '%', '%'], [(6, 10), (6, 4), (13, 8)], [False, False, True, True], 86, False, [False, True, False, False], 213, 'South', (16, 7))
Element 8: (3, (16, 7), ['%', '.', '', '%'], [(7, 10), (7, 4), (13, 9)], [True, False, False, True], 84, False, [False, True, False, False], 252, 'South', (16, 6))
Element 9: (3, (16, 6), ['.', '.', '', '.'], [(8, 10), (7, 5), (13, 10)], [False, False, False, False], 82, False, [True, True, False, True], 1281, 'East', (17, 6))
Element 10: (3, (17, 6), ['', '%', '%', '.'], [(9, 10), (6, 5), (12, 10)], [False, True, True, False], 80, False, [False, False, False, True], 2310, 'East', (18, 6))
Element 11: (3, (18, 6), ['', '.', '.', '%'], [(10, 10), (6, 6), (11, 10)], [False, False, False, True], 78, False, [False, True, True, False], 3339, 'North', (18, 7))
Element 12: (3, (18, 7), ['%', '', '.', '%'], [(9, 10), (6, 7), (10, 10)], [True, False, False, True], 76, False, [False, False, True, False], 3358, 'North', (18, 8))
Element 13: (3, (18, 8), ['%', '', '.', '%'], [(8, 10), (6, 8), (9, 10)], [True, False, False, True], 74, False, [False, False, True, False], 3367, 'North', (18, 9))
Element 14: (3, (18, 9), ['%', '', '.', '%'], [(7, 10), (7, 8), (8, 10)], [True, False, False, True], 72, False, [False, False, True, False], 3376, 'North', (18, 10))
Element 15: (3, (18, 10), ['.', '', '%', '%'], [(6, 10), (8, 8), (7, 10)], [False, False, True, True], 70, False, [True, False, False, False], 3385, 'West', (17, 10))
Element 16: (3, (17, 10), ['.', '%', '%', ''], [(6, 9), (9, 8), (6, 10)], [False, True, True, False], 68, False, [True, False, False, False], 3394, 'West', (16, 10))
Element 17: (3, (16, 10), ['.', '%', '%', ''], [(6, 8), (10, 8), (6, 9)], [False, True, True, False], 66, False, [True, False, False, False], 3403, 'West', (15, 10))
