Element 1: (1, (3, 4), ['%', '%', '.', '.'], [(2, 2), (6, 5), (16, 2)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', '.', '%', '.'], [(3, 2), (7, 5), (17, 2)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '%', '%', '.'], [(4, 2), (7, 4), (17, 1)], [False, True, True, False], 94, False, [False, False, False, True], 1077, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '.', '', ''], [(4, 3), (8, 4), (18, 1)], [False, False, False, False], 92, False, [False, True, False, False], 1106, 'South', (6, 3))
Element 5: (1, (6, 3), ['%', '.', '', '%'], [(4, 4), (9, 4), (18, 2)], [True, False, False, True], 90, False, [False, True, False, False], 1125, 'South', (6, 2))
Element 6: (1, (6, 2), ['%', '.', '', '.'], [(5, 4), (10, 4), (18, 3)], [True, False, False, False], 88, False, [False, True, False, True], 1154, 'East', (7, 2))
Element 7: (1, (7, 2), ['', '.', '%', '.'], [(6, 4), (11, 4), (18, 2)], [False, False, True, False], 86, False, [False, True, False, True], 1173, 'East', (8, 2))
Element 8: (1, (8, 2), ['', '.', '%', '.'], [(7, 4), (12, 4), (18, 1)], [False, False, True, False], 84, False, [False, True, False, True], 1192, 'East', (9, 2))
Element 9: (1, (9, 2), ['', '.', '%', '.'], [(8, 4), (13, 4), (17, 1)], [False, False, True, False], 82, False, [False, True, False, True], 1211, 'East', (10, 2))
Element 10: (1, (10, 2), ['', '.', '%', '.'], [(9, 4), (14, 4), (16, 1)], [False, False, True, False], 80, False, [False, True, False, True], 1240, 'East', (11, 2))
Element 11: (1, (11, 2), ['', 'F', '%', '.'], [(10, 4), (15, 4), (15, 1)], [False, False, True, False], 78, False, [False, False, False, True], 1269, 'South', (11, 1))
Element 12: (1, (11, 1), ['.', '%', '', '.'], [(11, 4), (16, 4), (15, 2)], [False, True, False, False], 76, False, [True, False, False, True], 2288, 'East', (12, 1))
Element 13: (1, (12, 1), ['', '%', '.', '.'], [(12, 4), (17, 4), (15, 3)], [False, True, False, False], 74, False, [False, False, True, True], 2317, 'East', (13, 1))
Element 14: (1, (13, 1), ['', '%', '.', '%'], [(13, 4), (16, 4), (15, 4)], [False, True, False, True], 72, False, [False, False, True, False], 2326, 'North', (13, 2))
Element 15: (1, (13, 2), ['.', '', '.', '%'], [(13, 5), (16, 5), (16, 4)], [False, False, False, True], 70, False, [True, False, True, False], 2355, 'North', (13, 3))
Element 16: (1, (13, 3), ['%', '', '', '%'], [(13, 6), (16, 6), (17, 4)], [True, False, False, True], 68, False, [False, False, False, False], 2384, 'North', (13, 4))
Element 17: (1, (13, 4), ['', '', '', ''], [(14, 6), (17, 6), (16, 4)], [False, False, False, False], 66, False, [False, False, False, False], 2403, 'East', (14, 4))
Element 18: (1, (14, 4), ['', '%', '%', ''], [(15, 6), (18, 6), (16, 5)], [False, True, True, False], 64, False, [False, False, False, False], 2422, 'East', (15, 4))
Element 19: (1, (15, 4), ['', '', '%', ''], [(14, 6), (18, 7), (16, 6)], [False, False, True, False], 62, False, [False, False, False, False], 2431, 'East', (16, 4))
