Element 1: (1, (2, 2), ['.', '.', '%', '.'], [(12, 4), (3, 4), (3, 8)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (3, 2))
Element 2: (1, (3, 2), ['', '.', '%', '.'], [(13, 4), (4, 4), (4, 8)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (4, 2))
Element 3: (1, (4, 2), ['', '.', '.', '%'], [(14, 4), (5, 4), (5, 8)], [False, False, False, True], 94, False, [False, True, True, False], 87, 'North', (4, 3))
Element 4: (1, (4, 3), ['%', '', '', '%'], [(15, 4), (6, 4), (6, 8)], [True, False, False, True], 92, False, [False, False, False, False], 126, 'North', (4, 4))
Element 5: (1, (4, 4), ['', '', '%', ''], [(16, 4), (7, 4), (7, 8)], [False, False, True, False], 90, False, [False, False, False, False], 155, 'East', (5, 4))
Element 6: (1, (5, 4), ['', '%', '%', ''], [(17, 4), (7, 5), (8, 8)], [False, True, True, False], 88, False, [False, False, False, False], 1174, 'East', (6, 4))
Element 7: (1, (6, 4), ['', '.', 'G', ''], [(16, 4), (6, 5), (9, 8)], [False, False, False, False], 86, False, [False, True, False, False], 1193, 'South', (6, 3))
Element 8: (1, (6, 3), ['%', '.', '', '%'], [(16, 5), (6, 6), (10, 8)], [True, False, False, True], 84, False, [False, True, False, False], 1232, 'South', (6, 2))
Element 9: (1, (6, 2), ['%', '.', '', '.'], [(16, 6), (6, 7), (11, 8)], [True, False, False, False], 82, False, [False, True, False, True], 1271, 'East', (7, 2))
Element 10: (1, (7, 2), ['', '.', '%', '.'], [(17, 6), (6, 8), (12, 8)], [False, False, True, False], 80, False, [False, True, False, True], 1300, 'East', (8, 2))
Element 11: (1, (8, 2), ['', '.', '%', '.'], [(18, 6), (6, 9), (13, 8)], [False, False, True, False], 78, False, [False, True, False, True], 1339, 'East', (9, 2))
Element 12: (1, (9, 2), ['', '.', '%', '.'], [(18, 7), (6, 10), (14, 8)], [False, False, True, False], 76, False, [False, True, False, True], 1378, 'East', (10, 2))
Element 13: (1, (10, 2), ['', '.', '%', '.'], [(18, 8), (7, 10), (15, 8)], [False, False, True, False], 74, False, [False, True, False, True], 1417, 'East', (11, 2))
Element 14: (1, (11, 2), ['', 'F', '%', '.'], [(18, 9), (8, 10), (16, 8)], [False, False, True, False], 72, False, [False, False, False, True], 1456, 'South', (11, 1))
Element 15: (1, (11, 1), ['.', '%', '', '.'], [(18, 10), (9, 10), (16, 7)], [False, True, False, False], 70, False, [True, False, False, True], 2485, 'East', (12, 1))
Element 16: (1, (12, 1), ['', '%', '.', '.'], [(17, 10), (10, 10), (16, 6)], [False, True, False, False], 68, False, [False, False, True, True], 2514, 'East', (13, 1))
Element 17: (1, (13, 1), ['', '%', '.', '%'], [(16, 10), (11, 10), (15, 6)], [False, True, False, True], 66, False, [False, False, True, False], 3543, 'North', (13, 2))
Element 18: #1#
