Element 1: (1, (3, 6), ['.', '.', '.', '.'], [(7, 10), (16, 5), (16, 8)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '%', '%', '.'], [(8, 10), (16, 6), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '%', '%', '.'], [(9, 10), (17, 6), (16, 6)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '.', '%'], [(10, 10), (18, 6), (15, 6)], [False, False, False, True], 92, False, [False, True, True, False], 116, 'North', (6, 7))
Element 5: (1, (6, 7), ['%', '', '.', '%'], [(11, 10), (18, 7), (14, 6)], [True, False, False, True], 90, False, [False, False, True, False], 1145, 'North', (6, 8))
Element 6: (1, (6, 8), ['.', '', '.', '.'], [(12, 10), (18, 8), (13, 6)], [False, False, False, False], 88, False, [True, False, True, True], 2174, 'East', (7, 8))
Element 7: (1, (7, 8), ['', '%', '%', '.'], [(13, 10), (18, 9), (13, 7)], [False, True, True, False], 86, False, [False, False, False, True], 2213, 'East', (8, 8))
Element 8: (1, (8, 8), ['', '%', '%', '.'], [(13, 9), (18, 10), (13, 8)], [False, True, True, False], 84, False, [False, False, False, True], 2252, 'East', (9, 8))
Element 9: (1, (9, 8), ['', '', '%', '.'], [(13, 8), (17, 10), (14, 8)], [False, False, True, False], 82, False, [False, False, False, True], 2281, 'East', (10, 8))
Element 10: (1, (10, 8), ['', '', '%', '.'], [(12, 8), (16, 10), (15, 8)], [False, False, True, False], 80, False, [False, False, False, True], 2320, 'East', (11, 8))
Element 11: (1, (11, 8), ['', '%', '%', ''], [(13, 8), (15, 10), (15, 9)], [False, True, True, False], 78, False, [False, False, False, False], 2349, 'East', (12, 8))
Element 12: (1, (12, 8), ['', '%', '%', ''], [(14, 8), (16, 10), (15, 10)], [False, True, True, False], 76, False, [False, False, False, False], 2348, 'East', (13, 8))
Element 13: (1, (13, 8), ['', '', '', ''], [(15, 8), (17, 10), (16, 10)], [False, False, False, False], 74, False, [False, False, False, False], 2347, 'East', (14, 8))
Element 14: (1, (14, 8), ['', '%', '%', ''], [(16, 8), (18, 10), (17, 10)], [False, True, True, False], 72, False, [False, False, False, False], 2346, 'East', (15, 8))
Element 15: (1, (15, 8), ['', '%', '', ''], [(16, 7), (18, 9), (18, 10)], [False, True, False, False], 70, False, [False, False, False, False], 2345, 'East', (16, 8))
Element 16: (1, (16, 8), ['', '', '%', '%'], [(16, 6), (18, 8), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 2344, 'South', (16, 7))
Element 17: (1, (16, 7), ['%', '', '', '%'], [(17, 6), (18, 7), (18, 8)], [True, False, False, True], 66, False, [False, False, False, False], 2343, 'South', (16, 6))
Element 18: (1, (16, 6), ['', '', '', 'G'], [(17, 6), (18, 6), (18, 7)], [False, False, False, False], 64, False, [False, False, False, False], 2342, 'South', (16, 5))
Element 19: (1, (16, 5), ['%', '.', 'G', '%'], [(16, 6), (18, 5), (18, 6)], [True, False, False, True], 62, False, [False, True, False, False], 2351, 'South', (16, 4))
Element 20: (1, (16, 4), ['.', '%', '', '.'], [(16, 6), (18, 5), (17, 6)], [False, True, False, False], 60, False, [True, False, False, True], 2360, 'East', (17, 4))
Element 21: (1, (17, 4), ['', '%', '%', '%'], [(15, 6), (18, 6), (17, 6)], [False, True, True, True], 58, False, [False, False, False, False], 2369, 'West', (16, 4))
Element 22: (1, (16, 4), ['.', '%', '', ''], [(14, 6), (17, 6), (17, 6)], [False, True, False, False], 56, False, [True, False, False, False], 2368, 'West', (15, 4))
Element 23: (1, (15, 4), ['.', '.', '%', ''], [(13, 6), (16, 6), (17, 6)], [False, False, True, False], 54, False, [True, True, False, False], 2377, 'South', (15, 3))
Element 24: (1, (15, 3), ['%', '.', '', '%'], [(13, 5), (16, 6), (17, 6)], [True, False, False, True], 52, False, [False, True, False, False], 2396, 'South', (15, 2))
