Element 1: (1, (3, 2), ['.', '.', '%', '.'], [(15, 6), (4, 10), (13, 9)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (4, 2))
Element 2: (1, (4, 2), ['', '.', '.', '%'], [(16, 6), (4, 9), (13, 10)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(17, 6), (4, 8), (12, 10)], [True, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(18, 6), (5, 8), (11, 10)], [False, False, True, False], 92, False, [True, False, False, True], 2106, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(18, 7), (6, 8), (10, 10)], [False, True, True, False], 90, False, [False, False, False, True], 2145, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '.', '.'], [(18, 8), (7, 8), (9, 10)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'F', ''], [(18, 9), (8, 8), (8, 10)], [False, True, False, False], 86, False, [False, False, False, False], 2223, 'North', (7, 5))
Element 8: (1, (7, 5), ['.', '', '%', '%'], [(18, 10), (9, 8), (7, 10)], [False, False, True, True], 84, False, [True, False, False, False], 3252, 'West', (6, 5))
Element 9: (1, (6, 5), ['%', '', '.', ''], [(17, 10), (10, 8), (6, 10)], [True, False, False, False], 82, False, [False, False, True, False], 3291, 'North', (6, 6))
Element 10: (1, (6, 6), ['.', '', '.', '%'], [(16, 10), (11, 8), (6, 9)], [False, False, False, True], 80, False, [True, False, True, False], 3330, 'North', (6, 7))
Element 11: (1, (6, 7), ['%', '', 'G', '%'], [(15, 10), (12, 8), (6, 8)], [True, False, False, True], 78, False, [False, False, False, False], 3359, 'South', (6, 6))
Element 12: (1, (6, 6), ['.', '', '', '%'], [(15, 9), (13, 8), (7, 8)], [False, False, False, True], 76, False, [True, False, False, False], 3378, 'West', (5, 6))
Element 13: (1, (5, 6), ['.', '%', '%', ''], [(15, 8), (14, 8), (8, 8)], [False, True, True, False], 74, False, [True, False, False, False], 3407, 'West', (4, 6))
Element 14: (1, (4, 6), ['.', '%', '%', ''], [(16, 8), (13, 8), (9, 8)], [False, True, True, False], 72, False, [True, False, False, False], 3426, 'West', (3, 6))
Element 15: (1, (3, 6), ['.', '.', '.', ''], [(16, 7), (13, 7), (10, 8)], [False, False, False, False], 70, False, [True, True, True, False], 3455, 'North', (3, 7))
Element 16: (1, (3, 7), ['%', '', '.', '%'], [(16, 8), (13, 6), (11, 8)], [True, False, False, True], 68, False, [False, False, True, False], 3474, 'North', (3, 8))
Element 17: (1, (3, 8), ['%', '', '%', ''], [(15, 8), (13, 5), (12, 8)], [True, False, True, False], 66, False, [False, False, False, False], 3493, 'East', (4, 8))
Element 18: (1, (4, 8), ['', '%', '', ''], [(14, 8), (13, 4), (13, 8)], [False, True, False, False], 64, False, [False, False, False, False], 3502, 'East', (5, 8))
Element 19: (1, (5, 8), ['', '%', '%', ''], [(13, 8), (14, 4), (13, 7)], [False, True, True, False], 62, False, [False, False, False, False], 3511, 'East', (6, 8))
Element 20: (1, (6, 8), ['', '', '', ''], [(13, 9), (15, 4), (13, 6)], [False, False, False, False], 60, False, [False, False, False, False], 3520, 'East', (7, 8))
