Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(18, 9), (4, 3), (16, 7)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['.', '', '.', '%'], [(18, 10), (4, 4), (16, 8)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(17, 10), (5, 4), (15, 8)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(16, 10), (6, 4), (15, 9)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(17, 10), (7, 4), (15, 10)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(18, 10), (7, 5), (16, 10)], [False, False, True, False], 88, False, [False, True, False, True], 1174, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(18, 9), (6, 5), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 1193, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(18, 8), (6, 6), (18, 10)], [False, True, True, True], 84, False, [False, False, False, False], 1212, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(18, 7), (6, 7), (18, 9)], [False, True, False, False], 82, False, [False, False, True, False], 1231, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '.', '%'], [(18, 6), (6, 8), (18, 8)], [True, False, False, True], 80, False, [False, False, True, False], 1260, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', '', '.'], [(18, 5), (7, 8), (18, 7)], [False, False, False, False], 78, False, [True, False, False, True], 1289, 'East', (17, 6))
Element 12: (2, (17, 6), ['', '%', '%', 'G'], [(18, 5), (8, 8), (18, 6)], [False, True, True, False], 76, False, [False, False, False, False], 1308, 'West', (16, 6))
Element 13: (2, (16, 6), ['.', '', '', 'G'], [(18, 6), (9, 8), (17, 6)], [False, False, False, False], 74, False, [True, False, False, False], 1317, 'West', (15, 6))
Element 14: (2, (15, 6), ['.', '%', '%', 'G'], [(18, 6), (10, 8), (16, 6)], [False, True, True, False], 72, False, [True, False, False, False], 1336, 'West', (14, 6))
Element 15: (2, (14, 6), ['.', '%', '%', ''], [(18, 7), (11, 8), (16, 5)], [False, True, True, False], 70, False, [True, False, False, False], 1355, 'West', (13, 6))
Element 16: (2, (13, 6), ['%', '.', '.', ''], [(18, 8), (12, 8), (16, 4)], [True, False, False, False], 68, False, [False, True, True, False], 1374, 'North', (13, 7))
Element 17: (2, (13, 7), ['%', '', 'G', '%'], [(18, 8), (13, 8), (17, 4)], [True, False, False, True], 66, False, [False, False, False, False], 1393, 'South', (13, 6))
Element 18: (2, (13, 6), ['%', '.', '', ''], [(18, 9), (14, 8), (16, 4)], [True, False, False, False], 64, False, [False, True, False, False], 1402, 'South', (13, 5))
Element 19: (2, (13, 5), ['%', '', '', '%'], [(18, 10), (15, 8), (15, 4)], [True, False, False, True], 62, False, [False, False, False, False], 1411, 'North', (13, 6))
Element 20: (2, (13, 6), ['%', '', '', ''], [(17, 10), (16, 8), (15, 3)], [True, False, False, False], 60, False, [False, False, False, False], 1420, 'East', (14, 6))
Element 21: (2, (14, 6), ['', '%', '%', ''], [(16, 10), (16, 7), (15, 2)], [False, True, True, False], 58, False, [False, False, False, False], 1429, 'East', (15, 6))
Element 22: (2, (15, 6), ['', '%', '%', 'G'], [(15, 10), (16, 6), (16, 2)], [False, True, True, False], 56, False, [False, False, False, False], 1438, 'West', (14, 6))
Element 23: (2, (14, 6), ['', '%', '%', ''], [(15, 9), (17, 6), (17, 2)], [False, True, True, False], 54, False, [False, False, False, False], 1447, 'Stop', (14, 6))
Element 24: (2, (14, 6), ['', '%', '%', ''], [(15, 8), (18, 6), (17, 1)], [False, True, True, False], 52, False, [False, False, False, False], 1456, 'East', (15, 6))
Element 25: (2, (15, 6), ['', '%', '%', ''], [(16, 8), (18, 7), (18, 1)], [False, True, True, False], 50, False, [False, False, False, False], 1465, 'Stop', (15, 6))
Element 26: (2, (15, 6), ['', '%', '%', ''], [(16, 7), (18, 8), (18, 2)], [False, True, True, False], 48, False, [False, False, False, False], 1464, 'Stop', (15, 6))
Element 27: (2, (15, 6), ['', '%', '%', 'G'], [(16, 6), (18, 9), (18, 3)], [False, True, True, False], 46, False, [False, False, False, False], 1473, 'Stop', (15, 6))
Element 28: (2, (15, 6), ['', '%', '%', ''], [(17, 6), (18, 10), (18, 2)], [False, True, True, False], 44, False, [False, False, False, False], 1472, 'Stop', (15, 6))
Element 29: (2, (15, 6), ['', '%', '%', ''], [(18, 6), (17, 10), (18, 1)], [False, True, True, False], 42, False, [False, False, False, False], 1471, 'Stop', (15, 6))
Element 30: (2, (15, 6), ['', '%', '%', ''], [(18, 7), (16, 10), (17, 1)], [False, True, True, False], 40, False, [False, False, False, False], 1470, 'Stop', (15, 6))
Element 31: (2, (15, 6), ['', '%', '%', ''], [(18, 6), (15, 10), (16, 1)], [False, True, True, False], 38, False, [False, False, False, False], 1479, 'Stop', (15, 6))
Element 32: (2, (15, 6), ['', '%', '%', ''], [(18, 5), (15, 9), (15, 1)], [False, True, True, False], 36, False, [False, False, False, False], 1488, 'Stop', (15, 6))
Element 33: (2, (15, 6), ['', '%', '%', ''], [(18, 6), (15, 10), (16, 1)], [False, True, True, False], 34, False, [False, False, False, False], 1487, 'Stop', (15, 6))
Element 34: (2, (15, 6), ['', '%', '%', ''], [(17, 6), (16, 10), (17, 1)], [False, True, True, False], 32, False, [False, False, False, False], 1486, 'Stop', (15, 6))
Element 35: (2, (15, 6), ['', '%', '%', 'G'], [(16, 6), (17, 10), (17, 2)], [False, True, True, False], 30, False, [False, False, False, False], 1485, 'Stop', (15, 6))
Element 36: (2, (15, 6), ['', '%', '%', ''], [(16, 5), (18, 10), (18, 2)], [False, True, True, False], 28, False, [False, False, False, False], 1484, 'Stop', (15, 6))
Element 37: (2, (15, 6), ['', '%', '%', ''], [(16, 4), (18, 9), (17, 2)], [False, True, True, False], 26, False, [False, False, False, False], 1483, 'Stop', (15, 6))
Element 38: (2, (15, 6), ['', '%', '%', ''], [(17, 4), (18, 8), (16, 2)], [False, True, True, False], 24, False, [False, False, False, False], 1482, 'Stop', (15, 6))
Element 39: (2, (15, 6), ['', '%', '%', ''], [(16, 4), (18, 7), (16, 1)], [False, True, True, False], 22, False, [False, False, False, False], 1481, 'Stop', (15, 6))
