Element 1: (1, (3, 6), ['.', '.', '.', '.'], [(7, 4), (12, 2), (16, 2)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '%', '%', '.'], [(7, 5), (13, 2), (17, 2)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '%', '%', '.'], [(6, 5), (13, 3), (17, 1)], [False, True, True, False], 94, False, [False, False, False, True], 1077, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '', '.', '%'], [(7, 5), (13, 4), (18, 1)], [False, False, False, True], 92, False, [False, False, True, False], 1106, 'North', (6, 7))
Element 5: (1, (6, 7), ['%', '', '.', '%'], [(7, 4), (14, 4), (18, 2)], [True, False, False, True], 90, False, [False, False, True, False], 1125, 'North', (6, 8))
Element 6: (1, (6, 8), ['.', '', '.', '.'], [(8, 4), (15, 4), (18, 3)], [False, False, False, False], 88, False, [True, False, True, True], 1154, 'East', (7, 8))
Element 7: (1, (7, 8), ['', '%', '%', '.'], [(9, 4), (16, 4), (18, 2)], [False, True, True, False], 86, False, [False, False, False, True], 1183, 'East', (8, 8))
Element 8: (1, (8, 8), ['', '%', '%', '.'], [(10, 4), (17, 4), (18, 1)], [False, True, True, False], 84, False, [False, False, False, True], 1212, 'East', (9, 8))
Element 9: (1, (9, 8), ['', '', '%', '.'], [(11, 4), (16, 4), (17, 1)], [False, False, True, False], 82, False, [False, False, False, True], 1231, 'East', (10, 8))
Element 10: (1, (10, 8), ['', '', '%', '.'], [(12, 4), (16, 5), (16, 1)], [False, False, True, False], 80, False, [False, False, False, True], 1270, 'East', (11, 8))
Element 11: (1, (11, 8), ['', '%', '%', '.'], [(13, 4), (16, 6), (15, 1)], [False, True, True, False], 78, False, [False, False, False, True], 1299, 'East', (12, 8))
Element 12: (1, (12, 8), ['', '%', '%', '.'], [(13, 5), (17, 6), (15, 2)], [False, True, True, False], 76, False, [False, False, False, True], 1338, 'East', (13, 8))
Element 13: (1, (13, 8), ['', '.', '.', '.'], [(13, 6), (18, 6), (15, 3)], [False, False, False, False], 74, False, [False, True, True, True], 1377, 'East', (14, 8))
Element 14: (1, (14, 8), ['', '%', '%', '.'], [(14, 6), (18, 7), (15, 4)], [False, True, True, False], 72, False, [False, False, False, True], 1406, 'East', (15, 8))
Element 15: (1, (15, 8), ['', '%', '.', '.'], [(15, 6), (18, 8), (16, 4)], [False, True, False, False], 70, False, [False, False, True, True], 1435, 'East', (16, 8))
Element 16: (1, (16, 8), ['', '.', '%', '%'], [(16, 6), (18, 9), (17, 4)], [False, False, True, True], 68, False, [False, True, False, False], 1454, 'South', (16, 7))
Element 17: (1, (16, 7), ['%', '', '', '%'], [(17, 6), (18, 10), (16, 4)], [True, False, False, True], 66, False, [False, False, False, False], 1473, 'South', (16, 6))
Element 18: (1, (16, 6), ['', 'G', '', ''], [(18, 6), (17, 10), (16, 5)], [False, False, False, False], 64, False, [False, False, False, False], 1482, 'East', (17, 6))
Element 19: (1, (17, 6), ['G', '%', '%', ''], [(18, 5), (16, 10), (16, 6)], [False, True, True, False], 62, False, [False, False, False, False], 1501, 'East', (18, 6))
Element 20: (1, (18, 6), ['G', 'G', '', '%'], [(18, 5), (15, 10), (17, 6)], [False, False, False, True], 60, False, [False, False, False, False], 1510, 'North', (18, 7))
Element 21: (1, (18, 7), ['%', 'G', '', '%'], [(18, 5), (15, 9), (18, 6)], [True, False, False, True], 58, False, [False, False, False, False], 1519, 'North', (18, 8))
Element 22: (1, (18, 8), ['%', 'G', '', '%'], [(18, 6), (15, 8), (18, 7)], [True, False, False, True], 56, False, [False, False, False, False], 1518, 'North', (18, 9))
Element 23: (1, (18, 9), ['%', 'G', '', '%'], [(17, 6), (16, 8), (18, 8)], [True, False, False, True], 54, False, [False, False, False, False], 1517, 'North', (18, 10))
Element 24: (1, (18, 10), ['', 'G', '%', '%'], [(16, 6), (16, 7), (18, 9)], [False, False, True, True], 52, False, [False, False, False, False], 1516, 'West', (17, 10))
Element 25: (1, (17, 10), ['', '%', '%', 'G'], [(16, 5), (16, 8), (18, 10)], [False, True, True, False], 50, False, [False, False, False, False], 1515, 'West', (16, 10))
Element 26: (1, (16, 10), ['', '%', '%', 'G'], [(16, 4), (15, 8), (17, 10)], [False, True, True, False], 48, False, [False, False, False, False], 1514, 'West', (15, 10))
Element 27: (1, (15, 10), ['%', '', '%', 'G'], [(17, 4), (14, 8), (16, 10)], [True, False, True, False], 46, False, [False, False, False, False], 1513, 'South', (15, 9))
Element 28: (1, (15, 9), ['%', '', 'G', '%'], [(16, 4), (13, 8), (15, 10)], [True, False, False, True], 44, False, [False, False, False, False], 1512, 'South', (15, 8))
Element 29: (1, (15, 8), ['', '%', 'G', ''], [(15, 4), (13, 9), (15, 9)], [False, True, False, False], 42, False, [False, False, False, False], 1521, 'North', (15, 9))
Element 30: (1, (15, 9), ['%', 'G', '', '%'], [(15, 3), (13, 10), (15, 8)], [True, False, False, True], 40, False, [False, False, False, False], 1530, 'North', (15, 10))
Element 31: (1, (15, 10), ['%', '', '%', ''], [(15, 2), (12, 10), (16, 8)], [True, False, True, False], 38, False, [False, False, False, False], 2529, 'East', (16, 10))
Element 32: (1, (16, 10), ['', '%', '%', ''], [(16, 2), (11, 10), (16, 7)], [False, True, True, False], 36, False, [False, False, False, False], 3528, 'Stop', (16, 10))
Element 33: (1, (16, 10), ['', '%', '%', ''], [(17, 2), (10, 10), (16, 8)], [False, True, True, False], 34, False, [False, False, False, False], 3537, 'Stop', (16, 10))
Element 34: (1, (16, 10), ['', '%', '%', ''], [(18, 2), (9, 10), (15, 8)], [False, True, True, False], 32, False, [False, False, False, False], 3546, 'Stop', (16, 10))
Element 35: (1, (16, 10), ['', '%', '%', ''], [(18, 3), (8, 10), (14, 8)], [False, True, True, False], 30, False, [False, False, False, False], 3555, 'Stop', (16, 10))
Element 36: (1, (16, 10), ['', '%', '%', ''], [(18, 2), (7, 10), (13, 8)], [False, True, True, False], 28, False, [False, False, False, False], 3564, 'Stop', (16, 10))
Element 37: (1, (16, 10), ['', '%', '%', ''], [(18, 1), (6, 10), (13, 7)], [False, True, True, False], 26, False, [False, False, False, False], 3583, 'Stop', (16, 10))
Element 38: (1, (16, 10), ['', '%', '%', ''], [(17, 1), (6, 9), (13, 6)], [False, True, True, False], 24, False, [False, False, False, False], 3592, 'Stop', (16, 10))
Element 39: (1, (16, 10), ['', '%', '%', ''], [(16, 1), (6, 8), (14, 6)], [False, True, True, False], 22, False, [False, False, False, False], 3591, 'Stop', (16, 10))
Element 40: (1, (16, 10), ['', '%', '%', ''], [(15, 1), (5, 8), (15, 6)], [False, True, True, False], 20, False, [False, False, False, False], 3600, 'Stop', (16, 10))
