Element 1: (1, (3, 5), ['%', '.', '.', '%'], [(1, 8), (4, 10), (12, 4)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (3, 6))
Element 2: (1, (3, 6), ['.', '', '.', '.'], [(1, 9), (4, 9), (13, 4)], [False, False, False, False], 96, False, [True, False, True, True], 48, 'East', (4, 6))
Element 3: (1, (4, 6), ['', '%', '%', '.'], [(1, 10), (4, 8), (14, 4)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (5, 6))
Element 4: (1, (5, 6), ['', '%', '%', '.'], [(2, 10), (5, 8), (15, 4)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (6, 6))
Element 5: (1, (6, 6), ['', '.', '.', '%'], [(3, 10), (6, 8), (16, 4)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (6, 7))
Element 6: (1, (6, 7), ['%', '', '', '%'], [(4, 10), (7, 8), (17, 4)], [True, False, False, True], 88, False, [False, False, False, False], 194, 'North', (6, 8))
Element 7: (1, (6, 8), ['', '', '.', ''], [(4, 9), (8, 8), (16, 4)], [False, False, False, False], 86, False, [False, False, True, False], 203, 'North', (6, 9))
Element 8: (1, (6, 9), ['%', '', '.', '%'], [(4, 8), (9, 8), (16, 5)], [True, False, False, True], 84, False, [False, False, True, False], 232, 'North', (6, 10))
Element 9: (1, (6, 10), ['%', '', '%', '.'], [(3, 8), (10, 8), (16, 6)], [True, False, True, False], 82, False, [False, False, False, True], 271, 'East', (7, 10))
Element 10: (1, (7, 10), ['', '%', '%', '.'], [(3, 7), (11, 8), (17, 6)], [False, True, True, False], 80, False, [False, False, False, True], 310, 'East', (8, 10))
Element 11: (1, (8, 10), ['', '%', '%', '.'], [(3, 6), (12, 8), (18, 6)], [False, True, True, False], 78, False, [False, False, False, True], 339, 'East', (9, 10))
Element 12: (1, (9, 10), ['', '%', '%', '.'], [(2, 6), (13, 8), (18, 7)], [False, True, True, False], 76, False, [False, False, False, True], 378, 'East', (10, 10))
Element 13: (1, (10, 10), ['', '%', '%', 'F'], [(1, 6), (14, 8), (18, 8)], [False, True, True, False], 74, False, [False, False, False, False], 417, 'East', (11, 10))
Element 14: (1, (11, 10), ['', '%', '%', 'F'], [(1, 5), (15, 8), (18, 9)], [False, True, True, False], 72, False, [False, False, False, False], 1446, 'East', (12, 10))
Element 15: (1, (12, 10), ['', '%', '%', '.'], [(1, 4), (16, 8), (18, 10)], [False, True, True, False], 70, False, [False, False, False, True], 2475, 'East', (13, 10))
Element 16: (1, (13, 10), ['', '.', '%', '%'], [(1, 3), (16, 7), (17, 10)], [False, False, True, True], 68, False, [False, True, False, False], 2514, 'South', (13, 9))
Element 17: (1, (13, 9), ['%', '', '', '%'], [(1, 2), (16, 6), (16, 10)], [True, False, False, True], 66, False, [False, False, False, False], 2543, 'South', (13, 8))
Element 18: (1, (13, 8), ['', '.', '', ''], [(2, 2), (15, 6), (15, 10)], [False, False, False, False], 64, False, [False, True, False, False], 2572, 'South', (13, 7))
Element 19: (1, (13, 7), ['%', '.', '', '%'], [(3, 2), (14, 6), (15, 9)], [True, False, False, True], 62, False, [False, True, False, False], 2611, 'South', (13, 6))
Element 20: (1, (13, 6), ['%', '.', '', ''], [(4, 2), (15, 6), (15, 8)], [True, False, False, False], 60, False, [False, True, False, False], 2630, 'South', (13, 5))
Element 21: (1, (13, 5), ['%', '', '', '%'], [(4, 3), (16, 6), (16, 8)], [True, False, False, True], 58, False, [False, False, False, False], 2649, 'South', (13, 4))
Element 22: (1, (13, 4), ['', '.', '', ''], [(4, 4), (17, 6), (16, 7)], [False, False, False, False], 56, False, [False, True, False, False], 2658, 'South', (13, 3))
Element 23: (1, (13, 3), ['%', '.', '', '%'], [(5, 4), (18, 6), (16, 8)], [True, False, False, True], 54, False, [False, True, False, False], 2677, 'South', (13, 2))
Element 24: (1, (13, 2), ['.', '.', '', '%'], [(6, 4), (18, 5), (15, 8)], [False, False, False, True], 52, False, [True, True, False, False], 2706, 'South', (13, 1))
Element 25: (1, (13, 1), ['.', '%', '', '%'], [(7, 4), (18, 6), (14, 8)], [False, True, False, True], 50, False, [True, False, False, False], 2725, 'West', (12, 1))
Element 26: (1, (12, 1), ['F', '%', '.', ''], [(7, 5), (18, 7), (13, 8)], [False, True, False, False], 48, False, [False, False, True, False], 3734, 'West', (11, 1))
Element 27: #1#
