Element 1: (0, (9, 8), ['.', '', '%', '.'], [(1, 2), (6, 8), (16, 5)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', '', '%', '.'], [(2, 2), (7, 8), (16, 6)], [False, False, True, False], 96, False, [False, False, False, True], 39, 'East', (11, 8))
Element 3: (0, (11, 8), ['', '%', '%', '.'], [(3, 2), (8, 8), (17, 6)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (12, 8))
Element 4: (0, (12, 8), ['', '%', '%', '.'], [(4, 2), (9, 8), (18, 6)], [False, True, True, False], 92, False, [False, False, False, True], 107, 'East', (13, 8))
Element 5: (0, (13, 8), ['', '.', '.', '.'], [(4, 3), (10, 8), (18, 7)], [False, False, False, False], 90, False, [False, True, True, True], 136, 'East', (14, 8))
Element 6: (0, (14, 8), ['', '%', '%', '.'], [(4, 4), (11, 8), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 165, 'East', (15, 8))
Element 7: (0, (15, 8), ['', '%', '.', '.'], [(5, 4), (12, 8), (18, 9)], [False, True, False, False], 86, False, [False, False, True, True], 194, 'East', (16, 8))
Element 8: (0, (16, 8), ['', '.', '%', '%'], [(6, 4), (13, 8), (18, 10)], [False, False, True, True], 84, False, [False, True, False, False], 223, 'South', (16, 7))
Element 9: (0, (16, 7), ['%', '', '', '%'], [(7, 4), (13, 9), (17, 10)], [True, False, False, True], 82, False, [False, False, False, False], 262, 'South', (16, 6))
Element 10: (0, (16, 6), ['.', '', '', ''], [(7, 5), (13, 10), (16, 10)], [False, False, False, False], 80, False, [True, False, False, False], 1281, 'West', (15, 6))
Element 11: (0, (15, 6), ['.', '%', '%', ''], [(6, 5), (12, 10), (15, 10)], [False, True, True, False], 78, False, [True, False, False, False], 2310, 'West', (14, 6))
Element 12: (0, (14, 6), ['.', '%', '%', ''], [(6, 6), (11, 10), (15, 9)], [False, True, True, False], 76, False, [True, False, False, False], 3339, 'West', (13, 6))
Element 13: (0, (13, 6), ['%', '.', '.', ''], [(6, 7), (10, 10), (15, 8)], [True, False, False, False], 74, False, [False, True, True, False], 3368, 'North', (13, 7))
Element 14: (0, (13, 7), ['%', '', '', '%'], [(6, 8), (9, 10), (16, 8)], [True, False, False, True], 72, False, [False, False, False, False], 3387, 'South', (13, 6))
Element 15: (0, (13, 6), ['%', '.', '', ''], [(6, 9), (8, 10), (16, 7)], [True, False, False, False], 70, False, [False, True, False, False], 3406, 'South', (13, 5))
