Element 1: (0, (9, 8), ['.', '', '%', '.'], [(1, 2), (6, 8), (16, 5)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (10, 8))
Element 16: (0, (13, 5), ['%', '.', '', '%'], [(6, 10), (7, 10), (16, 8)], [True, False, False, True], 68, False, [False, True, False, False], 3435, 'South', (13, 4))
Element 17: (0, (13, 4), ['.', '.', '', '.'], [(6, 9), (6, 10), (15, 8)], [False, False, False, False], 66, False, [True, True, False, True], 3444, 'East', (14, 4))
Element 18: (0, (14, 4), ['', '%', '%', '.'], [(6, 8), (6, 9), (14, 8)], [False, True, True, False], 64, False, [False, False, False, True], 3453, 'East', (15, 4))
Element 19: (0, (15, 4), ['', '.', '%', '.'], [(5, 8), (6, 10), (13, 8)], [False, False, True, False], 62, False, [False, True, False, True], 3472, 'East', (16, 4))
Element 20: (0, (16, 4), ['', '%', '', '.'], [(4, 8), (7, 10), (13, 9)], [False, True, False, False], 60, False, [False, False, False, True], 3491, 'East', (17, 4))
Element 21: (0, (17, 4), ['', '%', '%', '%'], [(4, 9), (8, 10), (13, 10)], [False, True, True, True], 58, False, [False, False, False, False], 3510, 'West', (16, 4))
Element 22: (0, (16, 4), ['', '%', '', ''], [(4, 10), (9, 10), (12, 10)], [False, True, False, False], 56, False, [False, False, False, False], 3519, 'North', (16, 5))
Element 23: (0, (16, 5), ['%', '', '', '%'], [(3, 10), (10, 10), (11, 10)], [True, False, False, True], 54, False, [False, False, False, False], 3528, 'South', (16, 4))
Element 24: (0, (16, 4), ['', '%', '', ''], [(2, 10), (9, 10), (10, 10)], [False, True, False, False], 52, False, [False, False, False, False], 3537, 'West', (15, 4))
Element 25: (0, (15, 4), ['', '.', '%', ''], [(1, 10), (10, 10), (9, 10)], [False, False, True, False], 50, False, [False, True, False, False], 3546, 'South', (15, 3))
Element 26: (0, (15, 3), ['%', '.', '', '%'], [(1, 9), (11, 10), (8, 10)], [True, False, False, True], 48, False, [False, True, False, False], 3565, 'South', (15, 2))
Element 27: (0, (15, 2), ['%', '.', '', '.'], [(1, 8), (11, 10), (7, 10)], [True, False, False, False], 46, False, [False, True, False, True], 3584, 'East', (16, 2))
Element 28: (0, (16, 2), ['', '.', '%', '.'], [(1, 7), (11, 10), (6, 10)], [False, False, True, False], 44, False, [False, True, False, True], 3603, 'East', (17, 2))
Element 29: (0, (17, 2), ['', '.', '%', ''], [(1, 6), (11, 10), (6, 9)], [False, False, True, False], 42, False, [False, True, False, False], 3622, 'South', (17, 1))
Element 30: (0, (17, 1), ['.', '%', '', '.'], [(2, 6), (11, 10), (6, 8)], [False, True, False, False], 40, False, [True, False, False, True], 3641, 'East', (18, 1))
Element 31: (0, (18, 1), ['', '%', '', '%'], [(3, 6), (11, 10), (7, 8)], [False, True, False, True], 38, False, [False, False, False, False], 3660, 'North', (18, 2))
Element 32: (0, (18, 2), ['', '', '.', '%'], [(4, 6), (11, 10), (8, 8)], [False, False, False, True], 36, False, [False, False, True, False], 3669, 'North', (18, 3))
Element 33: (0, (18, 3), ['%', '', '%', '%'], [(5, 6), (11, 10), (9, 8)], [True, False, True, True], 34, False, [False, False, False, False], 3688, 'South', (18, 2))
Element 34: (0, (18, 2), ['', '', '', '%'], [(4, 6), (11, 10), (10, 8)], [False, False, False, True], 32, False, [False, False, False, False], 3687, 'South', (18, 1))
Element 35: (0, (18, 1), ['', '%', '', '%'], [(3, 6), (10, 10), (11, 8)], [False, True, False, True], 30, False, [False, False, False, False], 3686, 'West', (17, 1))
Element 36: (0, (17, 1), ['.', '%', '', ''], [(3, 7), (10, 10), (12, 8)], [False, True, False, False], 28, False, [True, False, False, False], 3695, 'West', (16, 1))
Element 37: (0, (16, 1), ['.', '%', '', ''], [(3, 8), (10, 10), (11, 8)], [False, True, False, False], 26, False, [True, False, False, False], 3714, 'West', (15, 1))
Element 38: (0, (15, 1), ['%', '%', '', ''], [(3, 7), (10, 10), (10, 8)], [True, True, False, False], 24, False, [False, False, False, False], 3723, 'East', (16, 1))
Element 39: (0, (16, 1), ['', '%', '', ''], [(3, 6), (10, 10), (10, 7)], [False, True, False, False], 22, False, [False, False, False, False], 3722, 'East', (17, 1))
Element 40: (0, (17, 1), ['', '%', '', ''], [(3, 5), (10, 10), (10, 6)], [False, True, False, False], 20, False, [False, False, False, False], 3731, 'North', (17, 2))
Element 41: (0, (17, 2), ['', '', '%', ''], [(3, 4), (10, 10), (11, 6)], [False, False, True, False], 18, False, [False, False, False, False], 3750, 'East', (18, 2))
Element 42: (0, (18, 2), ['', '', '', '%'], [(3, 5), (10, 10), (10, 6)], [False, False, False, True], 16, False, [False, False, False, False], 3749, 'West', (17, 2))
Element 43: (0, (17, 2), ['', '', '%', ''], [(3, 6), (10, 10), (9, 6)], [False, False, True, False], 14, False, [False, False, False, False], 3748, 'West', (16, 2))
Element 44: (0, (16, 2), ['', '', '%', ''], [(2, 6), (10, 10), (8, 6)], [False, False, True, False], 12, False, [False, False, False, False], 3757, 'South', (16, 1))
Element 45: (0, (16, 1), ['', '%', '', ''], [(1, 6), (10, 10), (9, 6)], [False, True, False, False], 10, False, [False, False, False, False], 3756, 'North', (16, 2))
Element 46: (0, (16, 2), ['', '', '%', ''], [(1, 5), (10, 10), (9, 7)], [False, False, True, False], 8, False, [False, False, False, False], 3765, 'West', (15, 2))
Element 47: (0, (15, 2), ['%', '', '', ''], [(1, 4), (10, 10), (9, 6)], [True, False, False, False], 6, False, [False, False, False, False], 3774, 'South', (15, 1))
Element 48: (0, (15, 1), ['%', '%', '', ''], [(1, 3), (10, 10), (10, 6)], [True, True, False, False], 4, False, [False, False, False, False], 3783, 'North', (15, 2))
Element 49: (0, (15, 2), ['%', '', '', ''], [(1, 4), (10, 10), (10, 7)], [True, False, False, False], 2, False, [False, False, False, False], 3782, 'North', (15, 3))
Element 50: (0, (15, 3), ['%', '', '', '%'], [(1, 5), (10, 10), (9, 7)], [True, False, False, True], 0, False, [False, False, False, False], 3781, 'Stop', (15, 3))
Element 51: #0#
