Element 1: (0, (18, 10), ['.', '.', '%', '%'], [(4, 1), (6, 1), (16, 8)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (18, 9))
Element 2: (0, (18, 9), ['%', '.', '', '%'], [(4, 2), (7, 1), (16, 7)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (18, 8))
Element 3: (0, (18, 8), ['%', '.', '', '%'], [(4, 3), (8, 1), (16, 6)], [True, False, False, True], 94, False, [False, True, False, False], 78, 'South', (18, 7))
Element 4: (0, (18, 7), ['%', '.', '', '%'], [(4, 4), (9, 1), (17, 6)], [True, False, False, True], 92, False, [False, True, False, False], 117, 'South', (18, 6))
Element 5: (0, (18, 6), ['', '.', '', '%'], [(5, 4), (10, 1), (16, 6)], [False, False, False, True], 90, False, [False, True, False, False], 146, 'South', (18, 5))
Element 6: (0, (18, 5), ['%', '%', '', '%'], [(6, 4), (11, 1), (16, 5)], [True, True, False, True], 88, False, [False, False, False, False], 1175, 'North', (18, 6))
Element 7: (0, (18, 6), ['', '', '', '%'], [(7, 4), (12, 1), (16, 4)], [False, False, False, True], 86, False, [False, False, False, False], 1204, 'West', (17, 6))
Element 8: (0, (17, 6), ['', '%', '%', ''], [(7, 5), (13, 1), (17, 4)], [False, True, True, False], 84, False, [False, False, False, False], 2223, 'West', (16, 6))
Element 9: (0, (16, 6), ['.', '', '', ''], [(6, 5), (13, 2), (16, 4)], [False, False, False, False], 82, False, [True, False, False, False], 2242, 'West', (15, 6))
Element 10: (0, (15, 6), ['.', '%', '%', ''], [(6, 6), (13, 3), (15, 4)], [False, True, True, False], 80, False, [True, False, False, False], 2281, 'West', (14, 6))
Element 11: (0, (14, 6), ['.', '%', '%', ''], [(6, 7), (13, 4), (15, 3)], [False, True, True, False], 78, False, [True, False, False, False], 2320, 'West', (13, 6))
Element 12: (0, (13, 6), ['%', '.', '.', ''], [(6, 8), (14, 4), (15, 2)], [True, False, False, False], 76, False, [False, True, True, False], 2359, 'North', (13, 7))
Element 13: (0, (13, 7), ['%', '', '.', '%'], [(7, 8), (15, 4), (16, 2)], [True, False, False, True], 74, False, [False, False, True, False], 2388, 'North', (13, 8))
Element 14: (0, (13, 8), ['.', '', '.', '.'], [(8, 8), (16, 4), (17, 2)], [False, False, False, False], 72, False, [True, False, True, True], 2417, 'East', (14, 8))
Element 15: (0, (14, 8), ['', '%', '%', '.'], [(9, 8), (17, 4), (17, 1)], [False, True, True, False], 70, False, [False, False, False, True], 2446, 'East', (15, 8))
Element 16: (0, (15, 8), ['', '%', '.', ''], [(10, 8), (16, 4), (18, 1)], [False, True, False, False], 68, False, [False, False, True, False], 2475, 'North', (15, 9))
Element 17: (0, (15, 9), ['%', '', '.', '%'], [(11, 8), (16, 5), (18, 2)], [True, False, False, True], 66, False, [False, False, True, False], 2494, 'North', (15, 10))
Element 18: (0, (15, 10), ['%', '', '%', '.'], [(12, 8), (16, 6), (18, 3)], [True, False, True, False], 64, False, [False, False, False, True], 2523, 'East', (16, 10))
Element 19: (0, (16, 10), ['', '%', '%', '.'], [(13, 8), (17, 6), (18, 2)], [False, True, True, False], 62, False, [False, False, False, True], 2532, 'East', (17, 10))
Element 20: (0, (17, 10), ['', '%', '%', ''], [(13, 9), (18, 6), (18, 1)], [False, True, True, False], 60, False, [False, False, False, False], 2551, 'West', (16, 10))
Element 21: (0, (16, 10), ['', '%', '%', ''], [(13, 10), (18, 7), (17, 1)], [False, True, True, False], 58, False, [False, False, False, False], 2560, 'West', (15, 10))
Element 22: (0, (15, 10), ['%', '', '%', ''], [(12, 10), (18, 8), (16, 1)], [True, False, True, False], 56, False, [False, False, False, False], 3569, 'South', (15, 9))
Element 23: #1#
