Element 1: (0, (10, 8), ['.', '', '%', '.'], [(8, 1), (13, 6), (18, 3)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (11, 8))
Element 2: (0, (11, 8), ['', '%', '%', '.'], [(9, 1), (14, 6), (18, 2)], [False, True, True, False], 96, False, [False, False, False, True], 29, 'East', (12, 8))
Element 3: (0, (12, 8), ['', '%', '%', '.'], [(10, 1), (15, 6), (18, 1)], [False, True, True, False], 94, False, [False, False, False, True], 68, 'East', (13, 8))
Element 4: (0, (13, 8), ['', '.', '.', '.'], [(11, 1), (16, 6), (17, 1)], [False, False, False, False], 92, False, [False, True, True, True], 1097, 'East', (14, 8))
Element 5: (0, (14, 8), ['', '%', '%', '.'], [(12, 1), (17, 6), (17, 2)], [False, True, True, False], 90, False, [False, False, False, True], 1136, 'East', (15, 8))
Element 6: (0, (15, 8), ['', '%', '.', '.'], [(13, 1), (18, 6), (16, 2)], [False, True, False, False], 88, False, [False, False, True, True], 1175, 'East', (16, 8))
Element 7: (0, (16, 8), ['', '.', '%', '%'], [(13, 2), (18, 7), (16, 1)], [False, False, True, True], 86, False, [False, True, False, False], 1214, 'South', (16, 7))
Element 8: (0, (16, 7), ['%', '', '', '%'], [(13, 3), (18, 8), (15, 1)], [True, False, False, True], 84, False, [False, False, False, False], 1253, 'South', (16, 6))
Element 9: (0, (16, 6), ['', '.', '', ''], [(13, 4), (18, 9), (15, 2)], [False, False, False, False], 82, False, [False, True, False, False], 1282, 'South', (16, 5))
Element 10: (0, (16, 5), ['%', '.', '', '%'], [(14, 4), (18, 10), (15, 3)], [True, False, False, True], 80, False, [False, True, False, False], 1321, 'South', (16, 4))
Element 11: (0, (16, 4), ['G', '%', '', '.'], [(15, 4), (17, 10), (15, 2)], [False, True, False, False], 78, False, [False, False, False, True], 1350, 'East', (17, 4))
Element 12: (0, (17, 4), ['G', '%', '%', '%'], [(16, 4), (16, 10), (15, 1)], [False, True, True, True], 76, False, [False, False, False, False], 1369, 'Stop', (17, 4))
