Element 1: (0, (10, 8), ['.', '', '%', '.'], [(8, 1), (13, 6), (18, 3)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (11, 8))
Element 13: (0, (17, 4), ['', '%', '%', '%'], [(16, 5), (15, 10), (16, 1)], [False, True, True, True], 74, False, [False, False, False, False], 1378, 'West', (16, 4))
Element 14: (0, (16, 4), ['', '%', '', ''], [(16, 6), (15, 9), (16, 2)], [False, True, False, False], 72, False, [False, False, False, False], 1387, 'West', (15, 4))
Element 15: (0, (15, 4), ['', '', '%', ''], [(17, 6), (15, 8), (15, 2)], [False, False, True, False], 70, False, [False, False, False, False], 1386, 'South', (15, 3))
Element 16: (0, (15, 3), ['%', '', '', '%'], [(18, 6), (16, 8), (16, 2)], [True, False, False, True], 68, False, [False, False, False, False], 1385, 'South', (15, 2))
Element 17: (0, (15, 2), ['%', '', '', ''], [(18, 5), (16, 7), (17, 2)], [True, False, False, False], 66, False, [False, False, False, False], 1394, 'East', (16, 2))
Element 18: (0, (16, 2), ['', '', '%', ''], [(18, 6), (16, 8), (17, 1)], [False, False, True, False], 64, False, [False, False, False, False], 1393, 'East', (17, 2))
Element 19: (0, (17, 2), ['', '', '%', ''], [(18, 7), (15, 8), (16, 1)], [False, False, True, False], 62, False, [False, False, False, False], 1392, 'East', (18, 2))
Element 20: (0, (18, 2), ['', '', '', '%'], [(18, 8), (14, 8), (17, 1)], [False, False, False, True], 60, False, [False, False, False, False], 1391, 'North', (18, 3))
Element 21: (0, (18, 3), ['%', '', '%', '%'], [(18, 9), (13, 8), (18, 1)], [True, False, True, True], 58, False, [False, False, False, False], 1390, 'South', (18, 2))
Element 22: (0, (18, 2), ['', '', '', '%'], [(18, 10), (13, 9), (17, 1)], [False, False, False, True], 56, False, [False, False, False, False], 1399, 'South', (18, 1))
Element 23: (0, (18, 1), ['', '%', '', '%'], [(17, 10), (13, 10), (17, 2)], [False, True, False, True], 54, False, [False, False, False, False], 1408, 'West', (17, 1))
Element 24: (0, (17, 1), ['', '%', '', ''], [(16, 10), (12, 10), (18, 2)], [False, True, False, False], 52, False, [False, False, False, False], 2407, 'West', (16, 1))
Element 25: (0, (16, 1), ['', '%', '', ''], [(15, 10), (11, 10), (18, 3)], [False, True, False, False], 50, False, [False, False, False, False], 3406, 'West', (15, 1))
Element 26: (0, (15, 1), ['%', '%', '', ''], [(15, 9), (10, 10), (18, 3)], [True, True, False, False], 48, False, [False, False, False, False], 3415, 'East', (16, 1))
Element 27: (0, (16, 1), ['', '%', '', ''], [(15, 8), (9, 10), (18, 2)], [False, True, False, False], 46, False, [False, False, False, False], 3424, 'East', (17, 1))
Element 28: (0, (17, 1), ['', '%', '', 'G'], [(16, 8), (8, 10), (18, 1)], [False, True, False, False], 44, False, [False, False, False, False], 3433, 'West', (16, 1))
Element 29: (0, (16, 1), ['', '%', '', 'G'], [(16, 7), (7, 10), (17, 1)], [False, True, False, False], 42, False, [False, False, False, False], 3442, 'North', (16, 2))
Element 30: (0, (16, 2), ['', '', '%', 'G'], [(16, 8), (6, 10), (17, 2)], [False, False, True, False], 40, False, [False, False, False, False], 3451, 'West', (15, 2))
Element 31: (0, (15, 2), ['%', '', '', 'G'], [(15, 8), (6, 9), (16, 2)], [True, False, False, False], 38, False, [False, False, False, False], 3460, 'South', (15, 1))
Element 32: (0, (15, 1), ['%', '%', '', 'G'], [(14, 8), (6, 8), (16, 1)], [True, True, False, False], 36, False, [False, False, False, False], 3469, 'North', (15, 2))
Element 33: (0, (15, 2), ['%', 'G', '', ''], [(13, 8), (7, 8), (15, 1)], [True, False, False, False], 34, False, [False, False, False, False], 3478, 'East', (16, 2))
Element 34: (0, (16, 2), ['G', '', '%', ''], [(13, 7), (8, 8), (15, 2)], [False, False, True, False], 32, False, [False, False, False, False], 3497, 'South', (16, 1))
Element 35: (0, (16, 1), ['', '%', '', ''], [(13, 6), (9, 8), (15, 3)], [False, True, False, False], 30, False, [False, False, False, False], 3506, 'North', (16, 2))
Element 36: (0, (16, 2), ['', '', '%', ''], [(13, 5), (10, 8), (15, 4)], [False, False, True, False], 28, False, [False, False, False, False], 3515, 'West', (15, 2))
Element 37: (0, (15, 2), ['%', '', '', ''], [(13, 6), (11, 8), (16, 4)], [True, False, False, False], 26, False, [False, False, False, False], 3514, 'South', (15, 1))
Element 38: (0, (15, 1), ['%', '%', '', ''], [(14, 6), (12, 8), (17, 4)], [True, True, False, False], 24, False, [False, False, False, False], 3513, 'North', (15, 2))
Element 39: (0, (15, 2), ['%', '', '', ''], [(15, 6), (11, 8), (16, 4)], [True, False, False, False], 22, False, [False, False, False, False], 3512, 'North', (15, 3))
Element 40: (0, (15, 3), ['%', '', '', '%'], [(14, 6), (10, 8), (16, 5)], [True, False, False, True], 20, False, [False, False, False, False], 3511, 'North', (15, 4))
Element 41: (0, (15, 4), ['', '', '%', ''], [(13, 6), (10, 7), (16, 6)], [False, False, True, False], 18, False, [False, False, False, False], 3510, 'West', (14, 4))
Element 42: (0, (14, 4), ['', '%', '%', ''], [(13, 7), (10, 6), (17, 6)], [False, True, True, False], 16, False, [False, False, False, False], 3509, 'West', (13, 4))
Element 43: (0, (13, 4), ['.', '', '', ''], [(13, 8), (11, 6), (18, 6)], [False, False, False, False], 14, False, [True, False, False, False], 3518, 'West', (12, 4))
Element 44: (0, (12, 4), ['.', '%', '%', ''], [(13, 9), (10, 6), (18, 7)], [False, True, True, False], 12, False, [True, False, False, False], 3527, 'West', (11, 4))
Element 45: (0, (11, 4), ['.', '%', '%', ''], [(13, 10), (9, 6), (18, 8)], [False, True, True, False], 10, False, [True, False, False, False], 3536, 'West', (10, 4))
Element 46: (0, (10, 4), ['.', '%', '%', ''], [(12, 10), (8, 6), (18, 9)], [False, True, True, False], 8, False, [True, False, False, False], 3555, 'West', (9, 4))
Element 47: (0, (9, 4), ['', '%', '%', ''], [(11, 10), (9, 6), (18, 10)], [False, True, True, False], 6, False, [False, False, False, False], 3564, 'West', (8, 4))
Element 48: (0, (8, 4), ['.', '%', '%', ''], [(10, 10), (9, 7), (17, 10)], [False, True, True, False], 4, False, [True, False, False, False], 3563, 'West', (7, 4))
Element 49: (0, (7, 4), ['.', '%', 'F', ''], [(9, 10), (9, 6), (16, 10)], [False, True, False, False], 2, False, [True, False, False, False], 3572, 'North', (7, 5))
Element 50: #1#
