Element 1: (3, (18, 10), ['.', '.', '%', '%'], [(6, 8), (4, 2), (16, 2)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (18, 9))
Element 2: (3, (18, 9), ['%', '.', '', '%'], [(7, 8), (4, 3), (17, 2)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (18, 8))
Element 3: (3, (18, 8), ['%', '.', '', '%'], [(8, 8), (4, 4), (17, 1)], [True, False, False, True], 94, False, [False, True, False, False], 107, 'South', (18, 7))
Element 4: (3, (18, 7), ['%', '.', '', '%'], [(9, 8), (5, 4), (18, 1)], [True, False, False, True], 92, False, [False, True, False, False], 146, 'South', (18, 6))
Element 5: (3, (18, 6), ['.', '.', '', '%'], [(10, 8), (6, 4), (18, 2)], [False, False, False, True], 90, False, [True, True, False, False], 175, 'South', (18, 5))
Element 6: (3, (18, 5), ['%', '%', '', '%'], [(11, 8), (7, 4), (18, 3)], [True, True, False, True], 88, False, [False, False, False, False], 214, 'North', (18, 6))
Element 7: (3, (18, 6), ['.', '', '', '%'], [(12, 8), (7, 5), (18, 2)], [False, False, False, True], 86, False, [True, False, False, False], 1223, 'West', (17, 6))
Element 8: (3, (17, 6), ['.', '%', '%', ''], [(13, 8), (6, 5), (18, 1)], [False, True, True, False], 84, False, [True, False, False, False], 1252, 'West', (16, 6))
Element 9: (3, (16, 6), ['.', '.', '.', ''], [(14, 8), (6, 6), (17, 1)], [False, False, False, False], 82, False, [True, True, True, False], 1281, 'North', (16, 7))
Element 10: (3, (16, 7), ['%', '', '.', '%'], [(15, 8), (6, 7), (16, 1)], [True, False, False, True], 80, False, [False, False, True, False], 1320, 'North', (16, 8))
Element 11: (3, (16, 8), ['', '', '%', '%'], [(15, 9), (6, 8), (15, 1)], [False, False, True, True], 78, False, [False, False, False, False], 1349, 'West', (15, 8))
Element 12: (3, (15, 8), ['', '%', '', ''], [(15, 10), (6, 9), (16, 1)], [False, True, False, False], 76, False, [False, False, False, False], 1368, 'North', (15, 9))
Element 13: (3, (15, 9), ['%', '', '', '%'], [(16, 10), (6, 10), (17, 1)], [True, False, False, True], 74, False, [False, False, False, False], 1387, 'North', (15, 10))
Element 14: (3, (15, 10), ['%', '', '%', ''], [(17, 10), (7, 10), (17, 2)], [True, False, True, False], 72, False, [False, False, False, False], 1406, 'East', (16, 10))
Element 15: (3, (16, 10), ['', '%', '%', ''], [(18, 10), (8, 10), (18, 2)], [False, True, True, False], 70, False, [False, False, False, False], 1415, 'East', (17, 10))
Element 16: (3, (17, 10), ['', '%', '%', ''], [(18, 9), (9, 10), (17, 2)], [False, True, True, False], 68, False, [False, False, False, False], 1424, 'West', (16, 10))
Element 17: (3, (16, 10), ['', '%', '%', ''], [(18, 8), (10, 10), (16, 2)], [False, True, True, False], 66, False, [False, False, False, False], 1433, 'West', (15, 10))
Element 18: (3, (15, 10), ['%', '', '%', ''], [(18, 7), (11, 10), (16, 1)], [True, False, True, False], 64, False, [False, False, False, False], 2432, 'South', (15, 9))
Element 19: (3, (15, 9), ['%', '', '', '%'], [(18, 6), (12, 10), (16, 2)], [True, False, False, True], 62, False, [False, False, False, False], 3431, 'South', (15, 8))
Element 20: (3, (15, 8), ['', '%', '', ''], [(18, 5), (13, 10), (15, 2)], [False, True, False, False], 60, False, [False, False, False, False], 3440, 'West', (14, 8))
Element 21: (3, (14, 8), ['', '%', '%', ''], [(18, 6), (13, 9), (15, 3)], [False, True, True, False], 58, False, [False, False, False, False], 3459, 'West', (13, 8))
Element 22: (3, (13, 8), ['', '.', '', ''], [(17, 6), (13, 10), (15, 4)], [False, False, False, False], 56, False, [False, True, False, False], 3468, 'South', (13, 7))
Element 23: (3, (13, 7), ['%', '.', '', '%'], [(16, 6), (12, 10), (16, 4)], [True, False, False, True], 54, False, [False, True, False, False], 3487, 'South', (13, 6))
Element 24: (3, (13, 6), ['%', '.', '', '.'], [(16, 5), (11, 10), (17, 4)], [True, False, False, False], 52, False, [False, True, False, True], 3516, 'East', (14, 6))
Element 25: (3, (14, 6), ['', '%', '%', '.'], [(16, 4), (10, 10), (17, 4)], [False, True, True, False], 50, False, [False, False, False, True], 3525, 'East', (15, 6))
Element 26: (3, (15, 6), ['', '%', '%', ''], [(15, 4), (9, 10), (16, 4)], [False, True, True, False], 48, False, [False, False, False, False], 3534, 'West', (14, 6))
Element 27: (3, (14, 6), ['', '%', '%', ''], [(14, 4), (8, 10), (15, 4)], [False, True, True, False], 46, False, [False, False, False, False], 3543, 'West', (13, 6))
Element 28: (3, (13, 6), ['%', '.', '', ''], [(13, 4), (7, 10), (15, 4)], [True, False, False, False], 44, False, [False, True, False, False], 3552, 'South', (13, 5))
Element 29: (3, (13, 5), ['%', '', '', '%'], [(13, 3), (6, 10), (15, 3)], [True, False, False, True], 42, False, [False, False, False, False], 3571, 'South', (13, 4))
Element 30: (3, (13, 4), ['.', '', '', ''], [(13, 2), (6, 9), (15, 2)], [False, False, False, False], 40, False, [True, False, False, False], 3580, 'West', (12, 4))
Element 31: (3, (12, 4), ['.', '%', '%', ''], [(13, 1), (6, 8), (15, 1)], [False, True, True, False], 38, False, [True, False, False, False], 3599, 'West', (11, 4))
Element 32: (3, (11, 4), ['.', '%', '%', ''], [(12, 1), (7, 8), (15, 2)], [False, True, True, False], 36, False, [True, False, False, False], 3618, 'West', (10, 4))
Element 33: #1#
