Element 1: (2, (9, 10), ['.', '%', '%', '.'], [(17, 2), (5, 6), (10, 8)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 10))
Element 2: (2, (10, 10), ['', '%', '%', 'F'], [(17, 1), (6, 6), (11, 8)], [False, True, True, False], 96, False, [False, False, False, False], 58, 'East', (11, 10))
Element 3: (2, (11, 10), ['', '%', '%', 'F'], [(18, 1), (6, 7), (12, 8)], [False, True, True, False], 94, False, [False, False, False, False], 1087, 'East', (12, 10))
Element 4: (2, (12, 10), ['', '%', '%', '.'], [(18, 2), (6, 8), (13, 8)], [False, True, True, False], 92, False, [False, False, False, True], 2106, 'East', (13, 10))
Element 5: (2, (13, 10), ['', '.', '%', '%'], [(18, 3), (7, 8), (14, 8)], [False, False, True, True], 90, False, [False, True, False, False], 2145, 'South', (13, 9))
Element 6: (2, (13, 9), ['%', '', '', '%'], [(18, 2), (8, 8), (15, 8)], [True, False, False, True], 88, False, [False, False, False, False], 2174, 'South', (13, 8))
Element 7: (2, (13, 8), ['', '.', '', ''], [(18, 1), (9, 8), (16, 8)], [False, False, False, False], 86, False, [False, True, False, False], 2193, 'South', (13, 7))
Element 8: (2, (13, 7), ['%', '.', '', '%'], [(17, 1), (10, 8), (16, 7)], [True, False, False, True], 84, False, [False, True, False, False], 2212, 'South', (13, 6))
Element 9: (2, (13, 6), ['%', '.', '', '.'], [(16, 1), (11, 8), (16, 6)], [True, False, False, False], 82, False, [False, True, False, True], 2241, 'East', (14, 6))
Element 10: (2, (14, 6), ['', '%', '%', '.'], [(15, 1), (12, 8), (17, 6)], [False, True, True, False], 80, False, [False, False, False, True], 2270, 'East', (15, 6))
Element 11: (2, (15, 6), ['', '%', '%', ''], [(15, 2), (13, 8), (18, 6)], [False, True, True, False], 78, False, [False, False, False, False], 2299, 'East', (16, 6))
Element 12: (2, (16, 6), ['', '.', '', ''], [(15, 3), (14, 8), (18, 7)], [False, False, False, False], 76, False, [False, True, False, False], 2318, 'South', (16, 5))
Element 13: (2, (16, 5), ['%', '.', '', '%'], [(15, 4), (15, 8), (18, 8)], [True, False, False, True], 74, False, [False, True, False, False], 2347, 'South', (16, 4))
Element 14: (2, (16, 4), ['', '%', '', '.'], [(14, 4), (15, 9), (18, 9)], [False, True, False, False], 72, False, [False, False, False, True], 2386, 'East', (17, 4))
Element 15: (2, (17, 4), ['', '%', '%', '%'], [(13, 4), (15, 10), (18, 10)], [False, True, True, True], 70, False, [False, False, False, False], 2425, 'West', (16, 4))
Element 16: (2, (16, 4), ['', '%', '', ''], [(13, 5), (16, 10), (17, 10)], [False, True, False, False], 68, False, [False, False, False, False], 2454, 'West', (15, 4))
Element 17: (2, (15, 4), ['', '', '%', ''], [(13, 6), (17, 10), (18, 10)], [False, False, True, False], 66, False, [False, False, False, False], 2453, 'South', (15, 3))
Element 18: (2, (15, 3), ['%', '', '', '%'], [(14, 6), (18, 10), (18, 9)], [True, False, False, True], 64, False, [False, False, False, False], 2452, 'South', (15, 2))
Element 19: (2, (15, 2), ['%', '', '', ''], [(15, 6), (18, 9), (18, 8)], [True, False, False, False], 62, False, [False, False, False, False], 2451, 'East', (16, 2))
Element 20: (2, (16, 2), ['', '', '%', ''], [(16, 6), (18, 8), (18, 7)], [False, False, True, False], 60, False, [False, False, False, False], 2450, 'East', (17, 2))
Element 21: (2, (17, 2), ['', '', '%', ''], [(17, 6), (18, 7), (18, 6)], [False, False, True, False], 58, False, [False, False, False, False], 2449, 'East', (18, 2))
Element 22: (2, (18, 2), ['', '', '', '%'], [(18, 6), (18, 8), (18, 5)], [False, False, False, True], 56, False, [False, False, False, False], 2458, 'North', (18, 3))
Element 23: (2, (18, 3), ['%', '', '%', '%'], [(18, 7), (18, 9), (18, 5)], [True, False, True, True], 54, False, [False, False, False, False], 2457, 'South', (18, 2))
