Element 1: (2, (12, 2), ['.', '.', '%', '.'], [(12, 8), (7, 2), (13, 1)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (13, 2))
Element 2: (2, (13, 2), ['', '', '.', '%'], [(13, 8), (8, 2), (12, 1)], [False, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(14, 8), (9, 2), (11, 1)], [True, False, False, True], 94, False, [False, False, True, False], 1087, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(15, 8), (10, 2), (11, 2)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(16, 8), (10, 1), (12, 2)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(16, 7), (9, 1), (13, 2)], [False, False, True, False], 88, False, [False, True, False, True], 1184, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(16, 6), (8, 1), (13, 3)], [False, True, False, False], 86, False, [False, False, True, True], 1213, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(17, 6), (7, 1), (13, 4)], [False, True, True, True], 84, False, [False, False, False, False], 1242, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(18, 6), (6, 1), (13, 5)], [False, True, False, False], 82, False, [False, False, True, False], 1271, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '', '%'], [(18, 7), (7, 1), (13, 6)], [True, False, False, True], 80, False, [False, False, False, False], 1300, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', '', ''], [(18, 8), (8, 1), (14, 6)], [False, False, False, False], 78, False, [True, False, False, False], 1319, 'West', (15, 6))
Element 12: (2, (15, 6), ['', '%', '%', ''], [(18, 9), (9, 1), (13, 6)], [False, True, True, False], 76, False, [False, False, False, False], 1338, 'West', (14, 6))
Element 13: (2, (14, 6), ['', '%', '%', ''], [(18, 10), (10, 1), (13, 7)], [False, True, True, False], 74, False, [False, False, False, False], 1357, 'West', (13, 6))
Element 14: (2, (13, 6), ['%', '', '', ''], [(17, 10), (11, 1), (13, 8)], [True, False, False, False], 72, False, [False, False, False, False], 1366, 'North', (13, 7))
Element 15: (2, (13, 7), ['%', '', '', '%'], [(16, 10), (12, 1), (13, 9)], [True, False, False, True], 70, False, [False, False, False, False], 1385, 'North', (13, 8))
Element 16: (2, (13, 8), ['', '', '', ''], [(15, 10), (13, 1), (13, 10)], [False, False, False, False], 68, False, [False, False, False, False], 1404, 'East', (14, 8))
Element 17: (2, (14, 8), ['', '%', '%', ''], [(15, 9), (13, 2), (12, 10)], [False, True, True, False], 66, False, [False, False, False, False], 2413, 'East', (15, 8))
Element 18: (2, (15, 8), ['', '%', '', ''], [(15, 10), (13, 3), (11, 10)], [False, True, False, False], 64, False, [False, False, False, False], 3412, 'East', (16, 8))
Element 19: (2, (16, 8), ['', '', '%', '%'], [(16, 10), (13, 4), (10, 10)], [False, False, True, True], 62, False, [False, False, False, False], 3421, 'South', (16, 7))
Element 20: (2, (16, 7), ['%', '', '', '%'], [(17, 10), (12, 4), (9, 10)], [True, False, False, True], 60, False, [False, False, False, False], 3440, 'North', (16, 8))
Element 21: (2, (16, 8), ['', '', '%', '%'], [(18, 10), (11, 4), (8, 10)], [False, False, True, True], 58, False, [False, False, False, False], 3459, 'West', (15, 8))
Element 22: (2, (15, 8), ['', '%', '', ''], [(18, 9), (10, 4), (7, 10)], [False, True, False, False], 56, False, [False, False, False, False], 3478, 'North', (15, 9))
Element 23: (2, (15, 9), ['%', '', '', '%'], [(18, 8), (9, 4), (6, 10)], [True, False, False, True], 54, False, [False, False, False, False], 3497, 'North', (15, 10))
Element 24: (2, (15, 10), ['%', '', '%', ''], [(18, 7), (8, 4), (6, 9)], [True, False, True, False], 52, False, [False, False, False, False], 3506, 'East', (16, 10))
Element 25: (2, (16, 10), ['', '%', '%', ''], [(18, 6), (7, 4), (6, 8)], [False, True, True, False], 50, False, [False, False, False, False], 3525, 'East', (17, 10))
Element 26: #1#
