Element 1: (1, (9, 4), ['', '%', '%', '.'], [(15, 6), (12, 8), (18, 8)], [False, True, True, False], 98, False, [False, False, False, True], 9, 'East', (10, 4))
Element 2: (1, (10, 4), ['', '%', '%', '.'], [(16, 6), (13, 8), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (11, 4))
Element 3: (1, (11, 4), ['', '%', '%', '.'], [(17, 6), (14, 8), (18, 10)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (12, 4))
Element 4: (1, (12, 4), ['', '%', '%', '.'], [(18, 6), (15, 8), (17, 10)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (13, 4))
Element 5: (1, (13, 4), ['', '.', '.', '.'], [(18, 7), (16, 8), (16, 10)], [False, False, False, False], 90, False, [False, True, True, True], 165, 'East', (14, 4))
Element 6: (1, (14, 4), ['', '%', '%', '.'], [(18, 8), (16, 7), (15, 10)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (15, 4))
Element 7: (1, (15, 4), ['', '.', '%', '.'], [(18, 9), (16, 6), (15, 9)], [False, False, True, False], 86, False, [False, True, False, True], 213, 'East', (16, 4))
Element 8: (1, (16, 4), ['', '%', 'G', '.'], [(18, 10), (16, 5), (15, 8)], [False, True, False, False], 84, False, [False, False, False, True], 232, 'East', (17, 4))
Element 9: (1, (17, 4), ['G', '%', '%', '%'], [(17, 10), (16, 4), (16, 8)], [False, True, True, True], 82, False, [False, False, False, False], 241, 'Stop', (17, 4))
Element 10: (1, (17, 4), ['', '%', '%', '%'], [(16, 10), (15, 4), (16, 7)], [False, True, True, True], 80, False, [False, False, False, False], 240, 'West', (16, 4))
Element 11: (1, (16, 4), ['', '%', '', ''], [(15, 10), (15, 3), (16, 6)], [False, True, False, False], 78, False, [False, False, False, False], 249, 'West', (15, 4))
Element 12: (1, (15, 4), ['', '', '%', ''], [(15, 9), (15, 2), (17, 6)], [False, False, True, False], 76, False, [False, False, False, False], 258, 'Stop', (15, 4))
Element 13: (1, (15, 4), ['', '', '%', ''], [(15, 8), (16, 2), (18, 6)], [False, False, True, False], 74, False, [False, False, False, False], 267, 'West', (14, 4))
Element 14: (1, (14, 4), ['', '%', '%', ''], [(16, 8), (17, 2), (18, 5)], [False, True, True, False], 72, False, [False, False, False, False], 286, 'West', (13, 4))
Element 15: (1, (13, 4), ['', '.', '.', ''], [(16, 7), (17, 1), (18, 6)], [False, False, False, False], 70, False, [False, True, True, False], 295, 'North', (13, 5))
Element 16: (1, (13, 5), ['%', '', '.', '%'], [(16, 8), (18, 1), (18, 7)], [True, False, False, True], 68, False, [False, False, True, False], 314, 'North', (13, 6))
Element 17: (1, (13, 6), ['%', '', '.', ''], [(15, 8), (18, 2), (18, 6)], [True, False, False, False], 66, False, [False, False, True, False], 323, 'North', (13, 7))
Element 18: (1, (13, 7), ['%', '', '', '%'], [(14, 8), (18, 3), (17, 6)], [True, False, False, True], 64, False, [False, False, False, False], 342, 'North', (13, 8))
Element 19: (1, (13, 8), ['', '', '.', ''], [(15, 8), (18, 2), (16, 6)], [False, False, False, False], 62, False, [False, False, True, False], 341, 'North', (13, 9))
Element 20: (1, (13, 9), ['%', '', '.', '%'], [(15, 9), (18, 1), (16, 5)], [True, False, False, True], 60, False, [False, False, True, False], 350, 'North', (13, 10))
Element 21: (1, (13, 10), ['F', '', '%', '%'], [(15, 10), (17, 1), (16, 4)], [False, False, True, True], 58, False, [False, False, False, False], 359, 'West', (12, 10))
Element 22: (1, (12, 10), ['F', '%', '%', ''], [(16, 10), (16, 1), (17, 4)], [False, True, True, False], 56, False, [False, False, False, False], 1368, 'West', (11, 10))
Element 23: (1, (11, 10), ['.', '%', '%', ''], [(17, 10), (15, 1), (16, 4)], [False, True, True, False], 54, False, [True, False, False, False], 2377, 'West', (10, 10))
Element 24: (1, (10, 10), ['.', '%', '%', ''], [(18, 10), (16, 1), (15, 4)], [False, True, True, False], 52, False, [True, False, False, False], 2386, 'West', (9, 10))
Element 25: (1, (9, 10), ['.', '%', '%', ''], [(18, 9), (17, 1), (15, 3)], [False, True, True, False], 50, False, [True, False, False, False], 2395, 'West', (8, 10))
Element 26: (1, (8, 10), ['.', '%', '%', ''], [(18, 8), (17, 2), (15, 2)], [False, True, True, False], 48, False, [True, False, False, False], 2404, 'West', (7, 10))
Element 27: (1, (7, 10), ['.', '%', '%', ''], [(18, 7), (18, 2), (16, 2)], [False, True, True, False], 46, False, [True, False, False, False], 2413, 'West', (6, 10))
Element 28: (1, (6, 10), ['%', '.', '%', ''], [(18, 6), (17, 2), (16, 1)], [True, False, True, False], 44, False, [False, True, False, False], 2422, 'South', (6, 9))
Element 29: (1, (6, 9), ['%', '.', '', '%'], [(18, 5), (16, 2), (17, 1)], [True, False, False, True], 42, False, [False, True, False, False], 2431, 'South', (6, 8))
Element 30: (1, (6, 8), ['.', '.', '', '.'], [(18, 6), (16, 1), (18, 1)], [False, False, False, False], 40, False, [True, True, False, True], 2440, 'East', (7, 8))
Element 31: (1, (7, 8), ['', '%', '%', '.'], [(17, 6), (16, 2), (18, 2)], [False, True, True, False], 38, False, [False, False, False, True], 2449, 'East', (8, 8))
Element 32: (1, (8, 8), ['', '%', '%', '.'], [(16, 6), (15, 2), (18, 3)], [False, True, True, False], 36, False, [False, False, False, True], 2458, 'East', (9, 8))
Element 33: (1, (9, 8), ['', '', '%', '.'], [(16, 7), (15, 1), (18, 2)], [False, False, True, False], 34, False, [False, False, False, True], 2467, 'East', (10, 8))
Element 34: (1, (10, 8), ['', '', '%', '.'], [(16, 6), (15, 2), (17, 2)], [False, False, True, False], 32, False, [False, False, False, True], 2476, 'East', (11, 8))
Element 35: (1, (11, 8), ['', '%', '%', ''], [(16, 5), (15, 3), (18, 2)], [False, True, True, False], 30, False, [False, False, False, False], 2485, 'East', (12, 8))
Element 36: (1, (12, 8), ['', '%', '%', ''], [(16, 4), (15, 4), (18, 1)], [False, True, True, False], 28, False, [False, False, False, False], 2484, 'West', (11, 8))
Element 37: (1, (11, 8), ['', '%', '%', ''], [(17, 4), (14, 4), (17, 1)], [False, True, True, False], 26, False, [False, False, False, False], 2483, 'West', (10, 8))
Element 38: (1, (10, 8), ['', '', '%', ''], [(16, 4), (13, 4), (17, 2)], [False, False, True, False], 24, False, [False, False, False, False], 2482, 'South', (10, 7))
Element 39: (1, (10, 7), ['', '', '', '%'], [(15, 4), (13, 3), (17, 1)], [False, False, False, True], 22, False, [False, False, False, False], 2491, 'South', (10, 6))
Element 40: (1, (10, 6), ['', '%', '', '.'], [(15, 3), (13, 2), (16, 1)], [False, True, False, False], 20, False, [False, False, False, True], 2500, 'East', (11, 6))
Element 41: (1, (11, 6), ['', '%', '%', '%'], [(15, 2), (13, 1), (15, 1)], [False, True, True, True], 18, False, [False, False, False, False], 2519, 'West', (10, 6))
Element 42: (1, (10, 6), ['', '%', '', ''], [(16, 2), (12, 1), (16, 1)], [False, True, False, False], 16, False, [False, False, False, False], 2528, 'West', (9, 6))
Element 43: (1, (9, 6), ['.', '%', '', ''], [(17, 2), (11, 1), (15, 1)], [False, True, False, False], 14, False, [True, False, False, False], 3527, 'West', (8, 6))
Element 44: (1, (8, 6), ['%', '%', '%', ''], [(18, 2), (11, 2), (15, 2)], [True, True, True, False], 12, False, [False, False, False, False], 3546, 'East', (9, 6))
