Element 1: (2, (15, 10), ['%', '.', '%', '.'], [(11, 10), (5, 8), (16, 1)], [True, False, True, False], 98, False, [False, True, False, True], 1009, 'East', (16, 10))
Element 2: (2, (16, 10), ['', '%', '%', '.'], [(12, 10), (6, 8), (17, 1)], [False, True, True, False], 96, False, [False, False, False, True], 2038, 'East', (17, 10))
Element 3: (2, (17, 10), ['', '%', '%', '.'], [(13, 10), (7, 8), (18, 1)], [False, True, True, False], 94, False, [False, False, False, True], 2077, 'East', (18, 10))
Element 4: (2, (18, 10), ['', '.', '%', '%'], [(13, 9), (8, 8), (18, 2)], [False, False, True, True], 92, False, [False, True, False, False], 2106, 'South', (18, 9))
Element 5: (2, (18, 9), ['%', '.', '', '%'], [(13, 8), (9, 8), (18, 3)], [True, False, False, True], 90, False, [False, True, False, False], 2145, 'South', (18, 8))
Element 6: (2, (18, 8), ['%', '.', '', '%'], [(14, 8), (10, 8), (18, 2)], [True, False, False, True], 88, False, [False, True, False, False], 2174, 'South', (18, 7))
Element 7: (2, (18, 7), ['%', '.', '', '%'], [(15, 8), (11, 8), (17, 2)], [True, False, False, True], 86, False, [False, True, False, False], 2213, 'South', (18, 6))
Element 8: (2, (18, 6), ['.', '.', '', '%'], [(16, 8), (12, 8), (16, 2)], [False, False, False, True], 84, False, [True, True, False, False], 2252, 'South', (18, 5))
Element 9: (2, (18, 5), ['%', '%', '', '%'], [(16, 7), (13, 8), (15, 2)], [True, True, False, True], 82, False, [False, False, False, False], 2281, 'North', (18, 6))
Element 10: (2, (18, 6), ['.', '', '', '%'], [(16, 6), (13, 7), (15, 3)], [False, False, False, True], 80, False, [True, False, False, False], 2310, 'West', (17, 6))
Element 11: (2, (17, 6), ['', '%', '%', ''], [(16, 5), (13, 6), (15, 4)], [False, True, True, False], 78, False, [False, False, False, False], 2349, 'West', (16, 6))
Element 12: (2, (16, 6), ['.', 'G', '', ''], [(16, 5), (14, 6), (16, 4)], [False, False, False, False], 76, False, [True, False, False, False], 2368, 'West', (15, 6))
Element 13: (2, (15, 6), ['', '%', '%', ''], [(16, 4), (13, 6), (17, 4)], [False, True, True, False], 74, False, [False, False, False, False], 2387, 'West', (14, 6))
Element 14: (2, (14, 6), ['', '%', '%', ''], [(15, 4), (13, 5), (17, 4)], [False, True, True, False], 72, False, [False, False, False, False], 2396, 'West', (13, 6))
Element 15: (2, (13, 6), ['%', '', '', ''], [(14, 4), (13, 4), (16, 4)], [True, False, False, False], 70, False, [False, False, False, False], 2415, 'North', (13, 7))
Element 16: (2, (13, 7), ['%', '', '', '%'], [(14, 4), (13, 3), (15, 4)], [True, False, False, True], 68, False, [False, False, False, False], 2424, 'North', (13, 8))
Element 17: (2, (13, 8), ['', '', '', ''], [(14, 4), (13, 2), (15, 4)], [False, False, False, False], 66, False, [False, False, False, False], 2433, 'East', (14, 8))
