Element 1: (0, (5, 4), ['.', '%', '%', '.'], [(3, 10), (17, 4), (18, 1)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (6, 4))
Element 2: (0, (6, 4), ['', '.', '.', '.'], [(4, 10), (16, 4), (17, 1)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (7, 4))
Element 3: (0, (7, 4), ['', '%', 'F', ''], [(4, 9), (16, 5), (17, 2)], [False, True, False, False], 94, False, [False, False, False, False], 78, 'North', (7, 5))
Element 4: (0, (7, 5), ['.', '', '%', '%'], [(4, 8), (16, 6), (16, 2)], [False, False, True, True], 92, False, [True, False, False, False], 1107, 'West', (6, 5))
Element 5: (0, (6, 5), ['%', '', '.', ''], [(5, 8), (17, 6), (16, 1)], [True, False, False, False], 90, False, [False, False, True, False], 1146, 'North', (6, 6))
Element 6: (0, (6, 6), ['.', '', '.', '%'], [(6, 8), (18, 6), (15, 1)], [False, False, False, True], 88, False, [True, False, True, False], 1185, 'North', (6, 7))
Element 7: (0, (6, 7), ['%', '', '', '%'], [(7, 8), (18, 7), (15, 2)], [True, False, False, True], 86, False, [False, False, False, False], 1224, 'North', (6, 8))
Element 8: (0, (6, 8), ['', '', '.', ''], [(8, 8), (18, 8), (15, 3)], [False, False, False, False], 84, False, [False, False, True, False], 1253, 'North', (6, 9))
Element 9: (0, (6, 9), ['%', '', '.', '%'], [(9, 8), (18, 9), (15, 4)], [True, False, False, True], 82, False, [False, False, True, False], 1292, 'North', (6, 10))
Element 10: (0, (6, 10), ['%', '', '%', '.'], [(10, 8), (18, 10), (14, 4)], [True, False, True, False], 80, False, [False, False, False, True], 1331, 'East', (7, 10))
Element 11: (0, (7, 10), ['', '%', '%', '.'], [(11, 8), (17, 10), (13, 4)], [False, True, True, False], 78, False, [False, False, False, True], 1370, 'East', (8, 10))
Element 12: (0, (8, 10), ['', '%', '%', '.'], [(12, 8), (16, 10), (13, 5)], [False, True, True, False], 76, False, [False, False, False, True], 1409, 'East', (9, 10))
Element 13: (0, (9, 10), ['', '%', '%', '.'], [(13, 8), (15, 10), (13, 6)], [False, True, True, False], 74, False, [False, False, False, True], 1448, 'East', (10, 10))
Element 14: (0, (10, 10), ['', '%', '%', 'F'], [(14, 8), (15, 9), (14, 6)], [False, True, True, False], 72, False, [False, False, False, False], 1487, 'East', (11, 10))
Element 15: (0, (11, 10), ['', '%', '%', 'F'], [(15, 8), (15, 10), (15, 6)], [False, True, True, False], 70, False, [False, False, False, False], 2506, 'East', (12, 10))
Element 16: (0, (12, 10), ['', '%', '%', '.'], [(16, 8), (16, 10), (16, 6)], [False, True, True, False], 68, False, [False, False, False, True], 3515, 'East', (13, 10))
Element 17: (0, (13, 10), ['', '.', '%', '%'], [(16, 7), (17, 10), (17, 6)], [False, False, True, True], 66, False, [False, True, False, False], 3534, 'South', (13, 9))
Element 18: (0, (13, 9), ['%', '', '', '%'], [(16, 6), (18, 10), (18, 6)], [True, False, False, True], 64, False, [False, False, False, False], 3543, 'South', (13, 8))
Element 19: (0, (13, 8), ['', '.', '', ''], [(17, 6), (18, 9), (18, 5)], [False, False, False, False], 62, False, [False, True, False, False], 3552, 'South', (13, 7))
Element 20: (0, (13, 7), ['%', '', '', '%'], [(18, 6), (18, 8), (18, 5)], [True, False, False, True], 60, False, [False, False, False, False], 3561, 'South', (13, 6))
Element 21: (0, (13, 6), ['%', '', '', ''], [(18, 7), (18, 9), (18, 6)], [True, False, False, False], 58, False, [False, False, False, False], 3560, 'East', (14, 6))
Element 22: (0, (14, 6), ['', '%', '%', ''], [(18, 8), (18, 10), (18, 6)], [False, True, True, False], 56, False, [False, False, False, False], 3559, 'East', (15, 6))
Element 23: (0, (15, 6), ['', '%', '%', ''], [(18, 9), (18, 9), (17, 6)], [False, True, True, False], 54, False, [False, False, False, False], 3558, 'East', (16, 6))
Element 24: (0, (16, 6), ['', '', '', ''], [(18, 10), (18, 8), (18, 6)], [False, False, False, False], 52, False, [False, False, False, False], 3557, 'East', (17, 6))
Element 25: (0, (17, 6), ['', '%', '%', ''], [(17, 10), (18, 7), (18, 5)], [False, True, True, False], 50, False, [False, False, False, False], 3556, 'East', (18, 6))
