Element 1: (1, (3, 4), ['%', '%', '.', '.'], [(11, 2), (13, 1), (15, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', '.', '%', '.'], [(11, 1), (13, 2), (16, 8)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '%', '%', '.'], [(12, 1), (13, 3), (16, 7)], [False, True, True, False], 94, False, [False, False, False, True], 1077, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '.', '.', '.'], [(12, 2), (13, 4), (16, 6)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (7, 4))
Element 5: (1, (7, 4), ['', '%', 'F', ''], [(13, 2), (14, 4), (17, 6)], [False, True, False, False], 90, False, [False, False, False, False], 1145, 'North', (7, 5))
Element 6: (1, (7, 5), ['.', '', '%', '%'], [(13, 3), (15, 4), (18, 6)], [False, False, True, True], 88, False, [True, False, False, False], 2164, 'West', (6, 5))
Element 7: (1, (6, 5), ['%', '', '.', ''], [(13, 4), (16, 4), (18, 7)], [True, False, False, False], 86, False, [False, False, True, False], 2193, 'North', (6, 6))
Element 8: (1, (6, 6), ['.', '', '.', '%'], [(13, 5), (17, 4), (18, 8)], [False, False, False, True], 84, False, [True, False, True, False], 2232, 'North', (6, 7))
Element 9: (1, (6, 7), ['%', '', '.', '%'], [(13, 6), (16, 4), (18, 9)], [True, False, False, True], 82, False, [False, False, True, False], 2261, 'North', (6, 8))
Element 10: (1, (6, 8), ['.', '', '.', '.'], [(14, 6), (16, 5), (18, 10)], [False, False, False, False], 80, False, [True, False, True, True], 2300, 'East', (7, 8))
Element 11: (1, (7, 8), ['', '%', '%', '.'], [(15, 6), (16, 6), (17, 10)], [False, True, True, False], 78, False, [False, False, False, True], 2329, 'East', (8, 8))
Element 12: (1, (8, 8), ['', '%', '%', '.'], [(16, 6), (17, 6), (16, 10)], [False, True, True, False], 76, False, [False, False, False, True], 2348, 'East', (9, 8))
Element 13: (1, (9, 8), ['', '', '%', '.'], [(17, 6), (18, 6), (15, 10)], [False, False, True, False], 74, False, [False, False, False, True], 2367, 'East', (10, 8))
Element 14: (1, (10, 8), ['', '', '%', '.'], [(18, 6), (18, 5), (15, 9)], [False, False, True, False], 72, False, [False, False, False, True], 2396, 'East', (11, 8))
Element 15: (1, (11, 8), ['', '%', '%', '.'], [(18, 7), (18, 5), (15, 10)], [False, True, True, False], 70, False, [False, False, False, True], 2405, 'East', (12, 8))
Element 16: (1, (12, 8), ['', '%', '%', '.'], [(18, 8), (18, 6), (16, 10)], [False, True, True, False], 68, False, [False, False, False, True], 2414, 'East', (13, 8))
Element 17: (1, (13, 8), ['', '.', '.', '.'], [(18, 9), (18, 6), (17, 10)], [False, False, False, False], 66, False, [False, True, True, True], 2423, 'East', (14, 8))
Element 18: (1, (14, 8), ['', '%', '%', ''], [(18, 8), (17, 6), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 2432, 'East', (15, 8))
Element 19: (1, (15, 8), ['', '%', '', ''], [(18, 7), (16, 6), (18, 9)], [False, True, False, False], 62, False, [False, False, False, False], 2431, 'East', (16, 8))
Element 20: (1, (16, 8), ['', 'G', '%', '%'], [(18, 6), (16, 7), (18, 8)], [False, False, True, True], 60, False, [False, False, False, False], 2430, 'West', (15, 8))
Element 21: (1, (15, 8), ['', '%', '', 'G'], [(17, 6), (16, 8), (18, 7)], [False, True, False, False], 58, False, [False, False, False, False], 2429, 'North', (15, 9))
Element 22: (1, (15, 9), ['%', 'G', '', '%'], [(16, 6), (15, 8), (18, 6)], [True, False, False, True], 56, False, [False, False, False, False], 2428, 'North', (15, 10))
Element 23: (1, (15, 10), ['%', 'G', '%', ''], [(16, 7), (15, 9), (18, 5)], [True, False, True, False], 54, False, [False, False, False, False], 2427, 'East', (16, 10))
Element 24: (1, (16, 10), ['G', '%', '%', ''], [(16, 8), (15, 10), (18, 6)], [False, True, True, False], 52, False, [False, False, False, False], 2426, 'East', (17, 10))
Element 25: (1, (17, 10), ['G', '%', '%', ''], [(15, 8), (16, 10), (17, 6)], [False, True, True, False], 50, False, [False, False, False, False], 2425, 'East', (18, 10))
Element 26: (1, (18, 10), ['G', '', '%', '%'], [(15, 9), (17, 10), (16, 6)], [False, False, True, True], 48, False, [False, False, False, False], 2424, 'South', (18, 9))
Element 27: (1, (18, 9), ['%', '', 'G', '%'], [(15, 10), (18, 10), (16, 5)], [True, False, False, True], 46, False, [False, False, False, False], 2423, 'South', (18, 8))
Element 28: (1, (18, 8), ['%', '', 'G', '%'], [(16, 10), (18, 9), (16, 4)], [True, False, False, True], 44, False, [False, False, False, False], 2422, 'South', (18, 7))
Element 29: (1, (18, 7), ['%', '', 'G', '%'], [(17, 10), (18, 8), (17, 4)], [True, False, False, True], 42, False, [False, False, False, False], 2421, 'South', (18, 6))
Element 30: (1, (18, 6), ['', '', 'G', '%'], [(18, 10), (18, 7), (16, 4)], [False, False, False, True], 40, False, [False, False, False, False], 2420, 'South', (18, 5))
Element 31: (1, (18, 5), ['%', '%', '', '%'], [(17, 10), (18, 8), (15, 4)], [True, True, False, True], 38, False, [False, False, False, False], 2419, 'North', (18, 6))
Element 32: (1, (18, 6), ['', '', '', '%'], [(16, 10), (18, 9), (15, 3)], [False, False, False, True], 36, False, [False, False, False, False], 2428, 'West', (17, 6))
Element 33: (1, (17, 6), ['', '%', '%', ''], [(15, 10), (18, 10), (15, 2)], [False, True, True, False], 34, False, [False, False, False, False], 2437, 'West', (16, 6))
Element 34: (1, (16, 6), ['', '', '', ''], [(15, 9), (17, 10), (16, 2)], [False, False, False, False], 32, False, [False, False, False, False], 2446, 'North', (16, 7))
Element 35: (1, (16, 7), ['%', '', '', '%'], [(15, 8), (16, 10), (17, 2)], [True, False, False, True], 30, False, [False, False, False, False], 2455, 'South', (16, 6))
Element 36: (1, (16, 6), ['', '', '', ''], [(14, 8), (15, 10), (17, 1)], [False, False, False, False], 28, False, [False, False, False, False], 2464, 'South', (16, 5))
Element 37: (1, (16, 5), ['%', '', '', '%'], [(13, 8), (15, 9), (18, 1)], [True, False, False, True], 26, False, [False, False, False, False], 2473, 'South', (16, 4))
Element 38: (1, (16, 4), ['', '%', '', ''], [(13, 9), (15, 8), (18, 2)], [False, True, False, False], 24, False, [False, False, False, False], 2482, 'East', (17, 4))
Element 39: (1, (17, 4), ['', '%', '%', '%'], [(13, 10), (14, 8), (18, 3)], [False, True, True, True], 22, False, [False, False, False, False], 2501, 'West', (16, 4))
Element 40: (1, (16, 4), ['', '%', '', ''], [(12, 10), (13, 8), (18, 2)], [False, True, False, False], 20, False, [False, False, False, False], 3500, 'West', (15, 4))
Element 41: #1#
